Company Name,Ticker,Market,Multiple Engagements,Governance,Proxy Contest/M&A,Pay,ES,Letter,Comprehensive Engagement,Year,Quarter,Dissident
Electricite de France,,EU-France,0,1,,,0,0,1,2018,,
GEA Group AG,,EU-France,1,1,,,0,0,1,2018,,
Groupe Eurotunnel SE,,EU-France,0,1,,,0,0,1,2018,,
Klepierre,,EU-France,0,1,,,0,0,1,2018,,
LafargeHolcim Ltd.,,EU-France,1,1,,,0,0,1,2018,,
Lagardere SCA,,EU-France,0,1,,,0,0,1,2018,,
Orange,,EU-France,0,1,,,0,0,1,2018,,
Renault,,EU-France,0,1,,,0,0,1,2018,,
Schneider Electric SE,,EU-France,0,1,,,0,0,1,2018,,
Scor Se,,EU-France,0,0,,,1,0,1,2018,,
Societe Generale,,EU-France,0,1,,,0,0,1,2018,,
Teleperformance SE,,EU-France,0,1,,,1,0,1,2018,,
Total SA,,EU-France,0,1,,,0,0,1,2018,,
Ubisoft Entertainment,,EU-France,0,0,,,0,0,1,2018,,
Unibail Rodamco SE,,EU-France,0,1,,,0,0,1,2018,,
Vallourec,,EU-France,0,1,,,0,0,1,2018,,
Vinci,,EU-France,0,0,,,0,0,1,2018,,
Vivendi,,EU-France,0,1,,,0,0,1,2018,,
Vonovia SE,,EU-France,0,1,,,0,0,1,2018,,
Allianz SE,,EU-Germany,0,1,0,0,1,,,2014,,
Bayer AG,,EU-Germany,0,1,0,0,0,,,2014,,
Daimler AG,,EU-Germany,0,1,0,0,1,,,2014,,
Deutsche Bank AG,,EU-Germany,0,1,0,1,0,,,2014,,
Merck KGaA,,EU-Germany,0,1,0,0,0,,,2014,,
SAP AG,,EU-Germany,0,1,0,0,0,,,2014,,
Siemens AG,,EU-Germany,0,1,0,0,1,,,2014,,
Volkswagen AG,,EU-Germany,0,1,0,0,1,,,2014,,
BASF SE,,EU-Germany,0,1,0,0,1,,,2015,,
Bayer,,EU-Germany,0,1,1,0,0,,,2015,,
BMW,,EU-Germany,0,1,0,0,1,,,2015,,
Daimler,,EU-Germany,0,1,0,0,1,,,2015,,
Deutsche Bank,,EU-Germany,1,1,0,0,0,,,2015,,
Deutsche Boerse AG,,EU-Germany,0,0,0,1,0,,,2015,,
Deutsche Telekom AG,,EU-Germany,0,1,0,0,0,,,2015,,
Deutsche Wohnen AG,,EU-Germany,0,0,1,0,0,,,2015,,
Munich Re,,EU-Germany,0,1,0,0,1,,,2015,,
SAP SE,,EU-Germany,0,1,1,0,0,,,2015,,
Siemens AG,,EU-Germany,1,1,0,0,1,,,2015,,
Volkswagen AG,,EU-Germany,0,1,0,0,1,,,2015,,
Vonovia SE,,EU-Germany,0,0,1,0,0,,,2015,,
Daimler AG,,EU-Germany,0,1,0,0,1,,,2016,,
Deutsche Bank AG,,EU-Germany,0,1,0,1,0,,,2016,,
Deutsche Boerse AG,,EU-Germany,0,1,0,0,0,,,2016,,
Leoni AG,,EU-Germany,0,1,0,0,0,,,2016,,
Stada Arzneimittel AG,,EU-Germany,0,1,0,0,0,,,2016,,
Volkswagen AG,,EU-Germany,0,1,0,0,1,,,2016,,
BASF SE,,EU-Germany,0,0,0,0,1,,,2017,,
Deutsche Bank,,EU-Germany,0,1,0,1,0,,,2017,,
E.ON,,EU-Germany,0,1,0,0,1,,,2017,,
Fresenius Medical Care,,EU-Germany,0,1,0,1,0,,,2017,,
Linde AG,,EU-Germany,0,0,1,0,0,,,2017,,
Lonza,,EU-Germany,0,1,0,0,0,,,2017,,
Merck KGAA,,EU-Germany,0,0,0,1,0,,,2017,,
RWE AG,,EU-Germany,0,1,0,0,1,,,2017,,
Siemens AG,,EU-Germany,0,1,0,0,1,,,2017,,
Bayer AG,,EU-Germany,1,1,,,1,0,1,2018,,
Bayerische Motoren Werke AG (BMW),,EU-Germany,0,1,,,0,0,1,2018,,
Daimler AG,,EU-Germany,0,1,,,1,0,1,2018,,
Deutsche Bank AG,,EU-Germany,0,1,,,0,0,1,2018,,
Deutsche Lufthansa AG,,EU-Germany,0,1,,,1,0,1,2018,,
Deutsche Telekom AG,,EU-Germany,0,1,,,1,0,1,2018,,
Deutsche Wohnen AG,,EU-Germany,0,0,,,1,1,0,2018,,
E.ON SE,,EU-Germany,0,1,,,0,0,1,2018,,
Lonza Group Ltd.,,EU-Germany,1,1,,,0,0,1,2018,,
Merck KGaA,,EU-Germany,0,0,,,1,0,1,2018,,
"Muenchener Rueckversicherungs-Gesellschaft AG",,EU-Germany,0,0,,,0,0,1,2018,,
SAP SE,,EU-Germany,1,1,,,1,0,1,2018,,
Schaeffler AG,,EU-Germany,0,1,,,0,0,1,2018,,
United Internet AG,,EU-Germany,0,0,,,1,1,0,2018,,
Volkswagen AG (VW),,EU-Germany,0,1,,,0,0,1,2018,,
Aer Lingus Group plc,,EU-Ireland,0,1,0,0,0,,,2014,,
Covidien plc,,EU-Ireland,0,1,0,0,0,,,2014,,
CRH plc,,EU-Ireland,0,1,0,1,0,,,2014,,
Perrigo Company Plc,,EU-Ireland,1,1,1,0,0,,,2015,,
Weatherford International plc,,EU-Ireland,0,1,0,1,0,,,2015,,
Accenture plc,,EU-Ireland,1,1,0,0,1,,,2016,,
Governor and Company of the Bank of Ireland,,EU-Ireland,0,1,0,0,0,,,2016,,
Horizon Pharma plc,,EU-Ireland,0,0,0,1,0,,,2016,,
Kerry Group plc,,EU-Ireland,0,0,0,1,0,,,2016,,
"Medtronic, Inc.",,EU-Ireland,0,1,0,1,0,,,2016,,
Perrigo Company Plc,,EU-Ireland,0,0,0,1,0,,,2016,,
Ryanair plc,,EU-Ireland,0,1,0,1,0,,,2016,,
Alkermes plc,,EU-Ireland,0,1,0,1,0,,,2017,,
Bank of Ireland plc,,EU-Ireland,0,1,0,1,0,,,2017,,
Irish Continental Group,,EU-Ireland,0,0,0,1,0,,,2017,,
Johnson Controls International plc,,EU-Ireland,0,0,0,1,0,,,2017,,
Accenture plc,,EU-Ireland,1,1,,,1,1,1,2018,,
Eni S.p.A.,,EU-Italy,0,1,0,0,0,,,2014,,
Mediobanca Banca di Credito Finanziario S.p.A.,,EU-Italy,0,1,0,0,0,,,2014,,
UniCredit S.p.A.,,EU-Italy,0,1,0,0,0,,,2014,,
Finmeccanica,,EU-Italy,0,1,0,1,0,,,2015,,
Mediobanca SPA,,EU-Italy,0,1,0,1,0,,,2015,,
Eni S.p.A.,,EU-Italy,1,1,0,1,1,,,2016,,
Fiat Chrysler Automobiles NV,,EU-Italy,0,1,0,0,0,,,2016,,
Intesa SanPaolo,,EU-Italy,0,1,0,0,1,,,2016,,
Terna SPA,,EU-Italy,0,1,0,1,0,,,2016,,
Assicurazioni Generali SpA,,EU-Italy,0,1,0,1,1,,,2017,,
Atlantia spa,,EU-Italy,0,1,0,1,0,,,2017,,
Eni S.p.A.,,EU-Italy,1,1,0,1,0,,,2017,,
Luxottica,,EU-Italy,0,0,0,0,1,,,2017,,
Mediaset SpA,,EU-Italy,0,1,0,1,0,,,2017,,
Mediobanca SpA,,EU-Italy,0,1,0,1,0,,,2017,,
Snam SpA,,EU-Italy,0,1,0,0,0,,,2017,,
Terna SpA,,EU-Italy,0,1,0,1,1,,,2017,,
Unicredit,,EU-Italy,0,1,0,1,0,,,2017,,
Assicurazioni Generali Spa,,EU-Italy,0,1,,,1,0,1,2018,,
Eni S.p.A.,,EU-Italy,1,1,,,1,0,1,2018,,
Intesa San Paolo SpA,,EU-Italy,0,0,,,1,0,1,2018,,
Mediaset Spa,,EU-Italy,0,1,,,0,0,1,2018,,
Prysmian S.p.A.,,EU-Italy,0,1,,,0,0,1,2018,,
Snam SpA,,EU-Italy,0,0,,,1,0,1,2018,,
Telecom Italia Spa,,EU-Italy,0,1,,,0,0,1,2018,,
UniCredit SpA,,EU-Italy,0,1,,,1,0,1,2018,,
Telenor ASA,,EU-Norway,0,0,0,0,1,,,2014,,
Banco Popular Espanol SA,,EU-Others,0,1,0,0,0,,,2014,,
Credit Suisse Group AG,,EU-Others,1,1,0,1,0,,,2014,,
Heineken N.V.,,EU-Others,0,0,0,1,0,,,2014,,
"Iberdrola, S.A.",,EU-Others,1,1,0,0,1,,,2014,,
"ING Groep, N.V.",,EU-Others,0,1,0,0,0,,,2014,,
Intesa SanPaolo S.P.A.,,EU-Others,0,0,0,1,0,,,2014,,
"Repsol, S.A.",,EU-Others,1,1,0,0,1,,,2014,,
"Banco Santander, S.A.",,EU-Others,0,1,0,1,0,,,2014,,
Unilever N.V.,,EU-Others,0,1,0,0,1,,,2014,,
Aegon,,EU-Others,0,0,0,0,1,,,2015,,
Banco Popular,,EU-Others,0,1,0,1,0,,,2015,,
BBVA,,EU-Others,0,1,0,1,0,,,2015,,
Enagás,,EU-Others,1,1,0,1,1,,,2015,,
Iberdrola SA,,EU-Others,0,1,1,0,0,,,2015,,
ING,,EU-Others,0,0,0,1,0,,,2015,,
Mylan Inc,,EU-Others,1,1,1,0,0,,,2015,,
Nielsen N.V.,,EU-Others,0,1,0,1,0,,,2015,,
Telefonica,,EU-Others,0,1,0,0,0,,,2015,,
Airbus Group,,EU-Others,0,1,0,1,0,,,2016,,
Banco BPI,,EU-Others,0,1,0,1,0,,,2016,,
Banco Santander,,EU-Others,0,1,0,0,0,,,2016,,
BBVA S.A.,,EU-Others,0,1,0,1,0,,,2016,,
Caixabank SA,,EU-Others,0,1,0,0,0,,,2016,,
Enagas S.A.,,EU-Others,0,1,0,1,1,,,2016,,
Heineken N.V.,,EU-Others,0,0,0,0,1,,,2016,,
ING Group,,EU-Others,0,1,0,0,1,,,2016,,
Koninklijke Ahold NV,,EU-Others,0,1,0,0,0,,,2016,,
MOL Hungarian Oil & Gas,,EU-Others,0,1,0,0,0,,,2016,,
Repsol,,EU-Others,0,1,0,1,1,,,2016,,
SA Groupe Delhaize,,EU-Others,0,1,1,0,0,,,2016,,
Solvay,,EU-Others,0,0,0,1,0,,,2016,,
Unilever NV,,EU-Others,0,0,0,0,1,,,2016,,
Abengoa,,EU-Others,0,1,0,1,0,,,2017,,
Alpha Bank A.E.,,EU-Others,0,1,0,0,0,,,2017,,
Banco Popular Espanol S.A.,,EU-Others,0,0,0,1,0,,,2017,,
Banco Santander S.A.,,EU-Others,0,1,0,1,0,,,2017,,
BBVA,,EU-Others,0,0,0,1,0,,,2017,,
Gemalto,,EU-Others,0,1,0,0,0,,,2017,,
Iberdrola,,EU-Others,1,1,0,1,1,,,2017,,
Inmobiliaria Colonial,,EU-Others,0,1,0,1,0,,,2017,,
Koninklijke DSM NV,,EU-Others,0,1,0,0,0,,,2017,,
Lar Espana,,EU-Others,0,1,0,1,1,,,2017,,
Merlin Properties,,EU-Others,0,1,0,1,0,,,2017,,
MOL Group plc,,EU-Others,0,1,0,1,0,,,2017,,
NN Group,,EU-Others,0,1,0,1,1,,,2017,,
Repsol SA,,EU-Others,1,1,0,1,1,,,2017,,
Telefonica S.A.,,EU-Others,0,1,0,1,0,,,2017,,
UBS Group AG,,EU-Others,0,1,0,1,0,,,2017,,
Wolters Kluwer NV,,EU-Others,0,1,0,0,0,,,2017,,
"Acs, Actividades de Construccion yServicios S.A",,EU-Others,0,1,,,0,0,1,2018,,
Aegon NV,,EU-Others,0,1,,,0,0,1,2018,,
Altice NV,,EU-Others,0,0,,,1,1,0,2018,,
Anheuser-Busch InBev SA,,EU-Others,0,0,,,1,0,1,2018,,
Caixa Geral de Depositos SA,,EU-Others,0,0,,,0,0,0,2018,,
Centamin Plc,,EU-Others,0,0,,,1,1,0,2018,,
ELLAKTOR SA,,EU-Others,0,0,,,0,0,1,2018,,
Ellaktor SA (Dissidents),,EU-Others,0,0,,,0,0,1,2018,,
Heineken NV,,EU-Others,0,1,,,1,0,1,2018,,
ING Groep NV,,EU-Others,0,0,,,0,0,1,2018,,
Koninklijke Ahold Delhaize NV,,EU-Others,0,1,,,1,0,1,2018,,
Koninklijke DSM NV,,EU-Others,0,1,,,0,0,1,2018,,
Koninklijke Philips NV,,EU-Others,0,0,,,1,0,1,2018,,
National Bank of Greece SA,,EU-Others,0,1,,,0,0,1,2018,,
PostNL NV,,EU-Others,0,1,,,0,0,1,2018,,
RTL Group S.A.,,EU-Others,0,0,,,1,1,0,2018,,
Subsea 7 S.A.,,EU-Others,0,0,,,1,1,0,2018,,
TENARIS SA,,EU-Others,0,0,,,1,1,0,2018,,
"Banco Bilbao Vizcaya Argentaria, S.A.",,EU-Spain,0,1,,,1,0,1,2018,,
Banco de Sabadell S.A,,EU-Spain,0,1,,,0,0,1,2018,,
Enagas S.A.,,EU-Spain,0,1,,,1,0,1,2018,,
Grifols SA,,EU-Spain,0,0,,,0,0,1,2018,,
Iberdrola S.A.,,EU-Spain,0,1,,,0,0,1,2018,,
"Merlin Properties SOCIMI, SA",,EU-Spain,0,0,,,0,0,1,2018,,
Telefonica S.A.,,EU-Spain,0,1,,,1,0,1,2018,,
Millicom International Cellular SA,,EU-Sweden,0,0,0,1,0,,,2015,,
Ericsson,,EU-Sweden,0,0,0,0,1,,,2016,,
Ericsson,,EU-Sweden,0,1,0,1,0,,,2017,,
"Asahi Group Holdings, Ltd.",,Japan,0,1,0,0,0,,,2014,,
"Capcom Co., Ltd.",,Japan,0,1,0,0,0,,,2014,,
Honda Motor Co. Ltd.,,Japan,0,1,0,0,1,,,2014,,
IHI Corporation,,Japan,0,1,0,0,1,,,2014,,
"Japan Tobacco, Inc.",,Japan,1,1,1,0,1,,,2014,,
Kadokawa Corp.,,Japan,0,1,1,0,0,,,2014,,
Kansai Electric Power Company Incorporated,,Japan,0,0,0,0,1,,,2014,,
Kyocera Corporation,,Japan,0,1,0,0,0,,,2014,,
"Mitsubishi Estate Co., Ltd",,Japan,1,1,0,0,1,,,2014,,
"Mitsubishi Heavy Industries, Ltd",,Japan,1,1,0,1,1,,,2014,,
"Mitsui & Co., Ltd",,Japan,1,1,0,1,0,,,2014,,
Mitsui Fudosan Co. Ltd.,,Japan,0,1,0,0,0,,,2014,,
Olympus Corporation,,Japan,0,1,0,0,0,,,2014,,
Sapporo Holdings Ltd.,,Japan,0,1,1,1,0,,,2014,,
Seino Holdings Co. Ltd,,Japan,0,1,0,0,1,,,2014,,
Sharp Corporation,,Japan,0,1,0,0,1,,,2014,,
Sojitz Corporation,,Japan,0,1,0,0,0,,,2014,,
Takeda Pharmaceutical Company Limited,,Japan,0,1,0,0,1,,,2014,,
Tokyo Electric Power Company Incorporated,,Japan,0,1,0,0,1,,,2014,,
Tokyo Electron Limited,,Japan,0,1,1,0,0,,,2014,,
Toyota Motor Corporation,,Japan,0,1,0,0,0,,,2014,,
Asahi Group Holdings Ltd.,,Japan,0,1,0,0,1,,,2015,,
Bank of Yokohama Ltd.,,Japan,0,0,1,0,0,,,2015,,
Daiwa Securities,,Japan,0,1,0,0,0,,,2015,,
Fanuc,,Japan,0,1,0,0,0,,,2015,,
Fuji Film,,Japan,0,1,0,0,0,,,2015,,
Honda Motor Company,,Japan,0,1,0,0,1,,,2015,,
IHI Corporation,,Japan,0,1,0,0,0,,,2015,,
JFE Holdings,,Japan,0,1,0,1,1,,,2015,,
Kuroda Electric Co. Ltd,,Japan,0,1,1,0,0,,,2015,,
Mitsubishi Corporation,,Japan,0,1,0,0,1,,,2015,,
Mitsui Fudosan,,Japan,0,1,0,0,0,,,2015,,
Nintendo,,Japan,0,1,1,0,0,,,2015,,
Sojitz Corporation,,Japan,0,1,0,0,1,,,2015,,
Sony Corporation,,Japan,0,1,0,0,1,,,2015,,
Tokyo Electric Power Corporation,,Japan,0,1,0,0,1,,,2015,,
Toshibia Corporations,,Japan,0,1,0,0,0,,,2015,,
Toyota Motor Corporation,,Japan,0,1,0,0,1,,,2015,,
Asahi Kasei Corp,,Japan,0,1,0,0,0,,,2016,,
Fanuc Corp.,,Japan,0,1,0,0,0,,,2016,,
FUJIFILM Holdings Corp.,,Japan,0,1,0,0,0,,,2016,,
Fukuoka Financial Group,,Japan,0,1,0,0,0,,,2016,,
IHI Corporation,,Japan,0,1,0,1,0,,,2016,,
"JFE Holdings, Inc.",,Japan,0,1,0,0,0,,,2016,,
"JX Holdings, Inc.",,Japan,0,1,1,0,1,,,2016,,
Kansai Electric Power Co. Inc.,,Japan,0,1,0,0,1,,,2016,,
Mitsubishi Corporation,,Japan,0,1,0,1,1,,,2016,,
Mitsubishi Estates,,Japan,0,1,0,1,0,,,2016,,
Mitsubishi Motors Corp.,,Japan,0,1,0,0,1,,,2016,,
Mizuho Financial Group,,Japan,0,1,0,1,0,,,2016,,
Nintendo Co. Ltd.,,Japan,0,1,0,0,0,,,2016,,
Nippon Steel & Sumitomo Metal Corp.,,Japan,0,1,0,0,0,,,2016,,
Nippon Telegraph & Telephone Corp.,,Japan,0,1,0,0,0,,,2016,,
Sapporo Holdings Ltd.,,Japan,0,1,0,0,0,,,2016,,
Secom,,Japan,0,1,0,0,0,,,2016,,
Showa Shell Sekiyu,,Japan,0,1,1,0,0,,,2016,,
Sojitz Corporation,,Japan,0,1,0,0,0,,,2016,,
Suzuki Motor Corp.,,Japan,0,1,0,0,1,,,2016,,
TonenGeneral Sekiyu K.K.,,Japan,0,1,1,0,1,,,2016,,
Toyota Motors,,Japan,0,1,0,0,0,,,2016,,
Yamato Holdings Co Ltd,,Japan,0,1,0,0,1,,,2016,,
Asahi Group Holdings Ltd,,Japan,0,0,0,0,1,,,2017,,
Dentsu Inc.,,Japan,0,1,0,0,1,,,2017,,
Fanuc Corporation,,Japan,0,1,0,0,1,,,2017,,
"Honda Motor Co., Ltd.",,Japan,0,1,0,0,1,,,2017,,
"Idemitsu Kosan Co., Ltd.",,Japan,0,1,0,0,1,,,2017,,
IHI Corporation,,Japan,0,1,0,0,1,,,2017,,
"Invesco Office J−REIT, Inc.",,Japan,0,1,0,0,1,,,2017,,
JFE Holdings,,Japan,0,1,0,0,1,,,2017,,
LaSalle LOGIPORT REIT,,Japan,0,1,0,0,1,,,2017,,
MCUBS MidCity Investment Corporation,,Japan,0,1,0,0,1,,,2017,,
Mitsubishi Corp.,,Japan,0,1,0,0,0,,,2017,,
"Mitsubishi Estate Co., Ltd.",,Japan,0,1,0,1,0,,,2017,,
Mitsubishi Heavy Industries,,Japan,0,1,0,0,1,,,2017,,
Mitsubishi UFJ Financial Group,,Japan,0,1,0,0,1,,,2017,,
"Mitsui & Co., Ltd",,Japan,0,1,0,1,1,,,2017,,
Mizuho FG,,Japan,0,1,0,0,0,,,2017,,
Nintendo Co. Ltd.,,Japan,0,1,0,0,0,,,2017,,
Nippon Yusen K.K.,,Japan,0,1,0,0,1,,,2017,,
OMRON Corporation,,Japan,0,0,0,0,1,,,2017,,
"Ricoh Co., Ltd.",,Japan,0,1,0,0,1,,,2017,,
"Rohm Co., Ltd.",,Japan,0,1,0,0,1,,,2017,,
Sapporo Holdings Limited,,Japan,0,1,0,0,1,,,2017,,
Sony Corporation,,Japan,0,1,0,1,1,,,2017,,
Toyota Motor Corporation,,Japan,0,1,0,0,1,,,2017,,
Yamaha Motor Co. Ltd.,,Japan,0,1,0,0,1,,,2017,,
77 Bank Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Acom Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Adeka Corp.,,Japan,0,0,,,1,1,0,2018,,
Advantest Corp.,,Japan,0,0,,,1,1,0,2018,,
Aica Kogyo Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Aiful Corp.,,Japan,0,0,,,1,1,0,2018,,
Alpine Electronics Inc.,,Japan,0,1,,,0,0,1,2018,,Oasis
Alpine Electronics Inc.,,Japan,1,1,,,0,0,1,2018,,
Alps Electric Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Amada Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Aoyama Trading Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Aozora Bk Ltd,,Japan,0,0,,,1,1,0,2018,,
"Asahi Holdings, Inc.",,Japan,0,1,,,1,0,1,2018,,
Asics Corp.,,Japan,0,0,,,1,1,0,2018,,
Azbil Corp.,,Japan,0,0,,,1,1,0,2018,,
Benesse Holdings Inc,,Japan,0,0,,,1,1,0,2018,,
Brother Industries Ltd.,,Japan,0,0,,,1,1,0,2018,,
Canon Inc.,,Japan,0,0,,,1,1,0,2018,,
Canon Marketing Japan Inc,,Japan,0,0,,,1,1,0,2018,,
Capcom Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Casio Computer Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Central Glass Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Central Japan Railway Co.,,Japan,0,0,,,1,1,0,2018,,
Chiyoda Corp.,,Japan,0,0,,,1,1,0,2018,,
Chubu Electric Power Co. Inc.,,Japan,0,1,,,1,0,1,2018,,
"Citizen Watch Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Coca-Cola Bottlers Japan Inc.,,Japan,0,0,,,1,1,0,2018,,
"Colopl, Inc.",,Japan,0,0,,,1,1,0,2018,,
COMSYS Holdings Corp.,,Japan,0,0,,,1,1,0,2018,,
Concordia Financial Group Ltd.,,Japan,0,0,,,1,1,0,2018,,
COSMOS PHARMACEUTICAL CORP,,Japan,0,0,,,1,1,0,2018,,
"CyberAgent, Inc.",,Japan,0,0,,,1,1,0,2018,,
Dai Nippon Printing Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Daido Steel Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Daifuku Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Dai-Ichi Life Holdings Inc.,,Japan,0,1,,,1,0,1,2018,,
Daiichi Sankyo Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Daikin Industries Ltd.,,Japan,0,1,,,1,0,1,2018,,
Daishi Bank Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Denka Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Denso Corp.,,Japan,0,0,,,1,1,0,2018,,
Disco Co.,,Japan,0,0,,,1,1,0,2018,,
DMG Mori Seiki Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
"Don Quijote Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Electric Power Development Co. (J-Power),,Japan,1,1,,,1,1,1,2018,,
FamilyMart UNY Holdings Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Fanuc Corp.,,Japan,1,1,,,1,1,1,2018,,
Fast Retailing,,Japan,0,0,,,1,1,0,2018,,
"Fuji Electric Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
"Fuji Media Holdings, Inc.",,Japan,0,0,,,1,1,0,2018,,
FUJIFILM Holdings Corp.,,Japan,0,0,,,1,1,0,2018,,
Fujikura Ltd.,,Japan,0,0,,,1,1,0,2018,,
Fukuoka Financial Group Inc.,,Japan,0,0,,,1,1,0,2018,,
Furukawa Electric Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Glory Ltd.,,Japan,0,0,,,1,1,0,2018,,
GS YUASA CORP.,,Japan,0,0,,,1,1,0,2018,,
Gunma Bank Ltd.,,Japan,0,0,,,1,1,0,2018,,
Hakuhodo Dy Holdings Inc.,,Japan,0,0,,,1,1,0,2018,,
Hankyu Hanshin Holdings Inc.,,Japan,0,0,,,1,1,0,2018,,
Hanwa Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Haseko Corp.,,Japan,0,0,,,1,1,0,2018,,
Hikari Tsushin Inc,,Japan,0,0,,,1,1,0,2018,,
Hino Motors Ltd.,,Japan,0,0,,,1,1,0,2018,,
Hirose Electric Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Hisamitsu Pharmaceutical Co. Inc.,,Japan,0,0,,,1,1,0,2018,,
Hitachi Capital Corp.,,Japan,0,0,,,1,1,0,2018,,
Hokuetsu Kishu Paper Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Hokuhoku Financial Group Inc.,,Japan,0,0,,,1,1,0,2018,,
Hokuriku Electric Power,,Japan,0,0,,,1,1,0,2018,,
Honda Motor Co. Ltd.,,Japan,1,1,,,1,0,1,2018,,
House Foods Group Inc.,,Japan,0,0,,,1,1,0,2018,,
"Idemitsu Kosan Co., Ltd.",,Japan,1,1,,,1,0,1,2018,,
IHI Corporation,,Japan,0,1,,,1,0,1,2018,,
"Iida Group Holdings Co., Ltd.",,Japan,0,0,,,1,1,0,2018,,
Isetan Mitsukoshi Holdings Ltd,,Japan,0,0,,,1,1,0,2018,,
Isuzu Motors Ltd.,,Japan,0,0,,,1,1,0,2018,,
Ito En Ltd.,,Japan,0,0,,,1,1,0,2018,,
Iwatani Corporation,,Japan,0,0,,,1,1,0,2018,,
Izumi Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
JAFCO Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Japan Airport Terminal Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Japan Steel Works Ltd.,,Japan,0,0,,,1,1,0,2018,,
"JFE Holdings, Inc.",,Japan,1,1,,,1,1,1,2018,,
JGC Corp.,,Japan,0,0,,,1,1,0,2018,,
JSR Corp.,,Japan,0,0,,,1,1,0,2018,,
JTEKT Corp.,,Japan,0,0,,,1,1,0,2018,,
Juroku Bank Ltd.,,Japan,0,0,,,1,1,0,2018,,
Kaken Pharmaceutical Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Kamigumi Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Kaneka Corp.,,Japan,0,0,,,1,1,0,2018,,
Kansai Electric Power Co. Inc.,,Japan,1,1,,,1,1,1,2018,,
Kao Corp.,,Japan,0,0,,,1,1,0,2018,,
"Kawasaki Heavy Industries, Ltd.",,Japan,0,0,,,1,1,0,2018,,
Kawasaki Kisen Kaisha Ltd,,Japan,0,0,,,1,1,0,2018,,
"Keihan Holdings Co.,Ltd.",,Japan,0,0,,,1,1,0,2018,,
Keio Corp,,Japan,0,0,,,1,1,0,2018,,
Keisei Electric Railway,,Japan,0,0,,,1,1,0,2018,,
Kenedix Inc.,,Japan,0,0,,,1,0,1,2018,,
Keyence Corp.,,Japan,0,0,,,1,1,0,2018,,
Kikkoman Corp.,,Japan,0,0,,,1,1,0,2018,,
Kinden Corp.,,Japan,0,0,,,1,1,0,2018,,
Kintetsu Group Holdings Co Ltd,,Japan,0,0,,,1,1,0,2018,,
Kissei Pharmaceutical Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Kobe Steel Ltd.,,Japan,0,0,,,1,1,0,2018,,
Koito Manufacturing Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Kokuyo Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Komatsu Ltd.,,Japan,0,0,,,1,1,0,2018,,
Komeri Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Konica Minolta Inc.,,Japan,0,0,,,1,1,0,2018,,
Kose Corp.,,Japan,0,0,,,1,1,0,2018,,
K's Holdings Corp.,,Japan,0,0,,,1,1,0,2018,,
Kubota Corp.,,Japan,0,0,,,1,1,0,2018,,
Kuraray Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Kyocera Corp.,,Japan,0,0,,,1,1,0,2018,,
KYORIN Holdings Inc,,Japan,0,0,,,1,1,0,2018,,
"Kyushu Financial Group, Inc.",,Japan,0,0,,,1,1,0,2018,,
LaSalle Logiport REIT,,Japan,0,1,,,1,0,1,2018,,
LINE Corporation,,Japan,0,0,,,1,1,0,2018,,
Lion Corp.,,Japan,0,0,,,1,1,0,2018,,
Mabuchi Motor Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Maeda Corp.,,Japan,0,0,,,1,1,0,2018,,
Maeda Road Construction Co. Ltd.,,Japan,0,0,,,1,1,0,2018,,
Makita Corp.,,Japan,0,0,,,1,1,0,2018,,
