Company Name,Ticker,Market,Multiple Engagements,Governance,Proxy Contest/M&A,Pay,ES,Letter,Comprehensive Engagement,Year,Quarter,Dissident
Vornado Realty Trust,VNO,USA,0,1,0,0,0,,,2015,,
W. R. Berkley Corporation,WRB,USA,0,1,0,1,0,,,2015,,
"Walgreens Boots Alliance, Inc.",WBA,USA,1,1,0,1,0,,,2015,,
"Wal-Mart Stores, Inc.",WMT,USA,0,0,0,1,0,,,2015,,CtW
"Wal-Mart Stores, Inc.",WMT,USA,0,1,0,1,0,,,2015,,
"Waste Connections, Inc.",WCN,USA,0,1,0,1,0,,,2015,,
Waste Management Inc.,WM,USA,0,1,0,0,1,,,2015,,
WebMD Health Corp.,WBMD,USA,0,1,0,1,0,,,2015,,
Webster Financial Corporation,WBS,USA,0,1,0,0,0,,,2015,,
Western Digital Corporation,WDC,USA,0,1,0,1,0,,,2015,,
Whirlpool,WHR,USA,0,1,0,0,1,,,2015,,
Whitestone REIT,WSR,USA,0,1,0,1,0,,,2015,,
"Whole Foods Market, Inc.",WFM,USA,1,1,0,1,0,,,2015,,
Windstream Corporation,WIN,USA,0,1,0,1,0,,,2015,,
Wisconsin Energy Corporation,WEC,USA,0,1,0,1,1,,,2015,,
"WPX Energy, Inc.",WPX,USA,0,0,0,0,1,,,2015,,
"Wynn Resorts, Limited",WYNN,USA,0,1,1,0,0,,,2015,,
"Wynn Resorts, Limited",WYNN,USA,0,1,1,0,0,,,2015,,Elaine Wynn
"YUM! Brands, Inc.",YUM,USA,1,1,0,1,1,,,2015,,
Zoetis Inc.,ZTS,USA,0,0,0,0,1,,,2015,,
3M Company,MMM,USA,0,1,0,0,0,,,2016,,
Abbott Laboratories,ABT,USA,0,1,0,1,0,,,2016,,
AbbVie Inc.,ABBV,USA,0,0,0,1,1,,,2016,,
Abercrombie & Fitch Co.,ANF,USA,0,1,0,0,1,,,2016,,
"Abiomed, Inc.",ABMD,USA,0,0,0,1,0,,,2016,,
"Activision Blizzard, Inc.",ATVI,USA,0,1,0,1,0,,,2016,,
Adobe Systems Incorporated,ADBE,USA,0,1,0,0,0,,,2016,,
"Advaxis, Inc.",ADXS,USA,0,0,0,1,0,,,2016,,
"Affiliated Managers Group, Inc.",AMG,USA,1,1,0,1,1,,,2016,,
Aflac Incorporated,AFL,USA,0,1,0,1,0,,,2016,,
AGCO Corporation,AGCO,USA,0,0,0,1,0,,,2016,,
Air Lease Corporation,AL,USA,0,1,0,1,0,,,2016,,
Alcoa Inc.,AA,USA,1,1,0,0,0,,,2016,,
"Alexion Pharmaceuticals, Inc.",ALXN,USA,0,1,0,1,0,,,2016,,
"Allergan, Inc.",AGN,USA,0,1,0,1,0,,,2016,,
Alliance Data Systems Corporation,ADS,USA,0,1,0,0,1,,,2016,,
Alphabet Inc.,GOOGL,USA,1,1,0,1,1,,,2016,,
"Amazon.com, Inc.",AMZN,USA,1,1,0,1,1,,,2016,,
"Ambac Financial Group, Inc.",AMBC,USA,0,0,1,1,0,,,2016,,
AMC Networks Inc.,AMCX,USA,0,1,0,1,0,,,2016,,
Ameren Corporation,AEE,USA,0,1,0,0,1,,,2016,,
American Airlines Group Inc.,AAL,USA,1,1,0,0,1,,,2016,,
American Express Company,AXP,USA,0,1,0,1,0,,,2016,,
"American International Group, Inc.",AIG,USA,0,1,0,0,0,,,2016,,
Amgen Inc.,AMGN,USA,0,1,0,1,1,,,2016,,
Anadarko Petroleum Corporation,APC,USA,0,0,0,1,1,,,2016,,
"Angie's List, Inc.",ANGI,USA,0,1,0,0,0,,,2016,,
"Anika Therapeutics, Inc.",ANIK,USA,0,1,0,0,0,,,2016,,
"Anthem, Inc.",ANTM,USA,0,1,0,0,0,,,2016,,
Apache Corporation,APA,USA,0,1,0,0,1,,,2016,,
Apartment Investment and Management Company (AIMCO),AIV,USA,0,1,0,1,0,,,2016,,
Apple Inc.,AAPL,USA,0,1,0,0,0,,,2016,,
"Applied Materials, Inc.",AMAT,USA,0,1,0,0,0,,,2016,,
Aramark Corporation,ARMK,USA,0,0,0,1,0,,,2016,,
ArchRock Inc.,AROC,USA,0,1,0,1,0,,,2016,,
"Ariad Pharmaceuticals, Inc.",ARIA,USA,0,1,0,1,0,,,2016,,
Arlington Asset Investment Corp.,AI,USA,0,1,0,0,0,,,2016,,
Arlington Asset Investment Corp.,AI,USA,0,1,0,0,0,,,2016,,Imation Corp
Arthur J. Gallagher & Co,AJG,USA,0,1,0,1,0,,,2016,,
"Ashford Hospitality Prime, Inc.",AHP,USA,0,1,1,0,0,,,2016,,
AT&T,T,USA,0,1,0,1,0,,,2016,,
Atlantic Power Corporation,AT,USA,0,1,0,1,0,,,2016,,
Atlas Air Worldwide Holdings,AAWW,USA,0,1,0,1,0,,,2016,,
"Avangrid, Inc.",AGR,USA,0,1,0,0,0,,,2016,,
Avery Dennison Corporation,AVY,USA,0,1,0,0,1,,,2016,,
"B/E Aerospace, Inc.",BEAV,USA,1,1,0,1,0,,,2016,,
"Babcock & Wilcox Enterprises, Inc.",BW,USA,0,1,0,0,0,,,2016,,
Baker Hughes Incorporated,BHI,USA,0,1,0,1,0,,,2016,,
Bank of America Corporation,BAC,USA,0,1,0,0,1,,,2016,,
"Barnes & Noble, Inc.",BKS,USA,0,1,0,1,0,,,2016,,
"Barnes & Noble Education, Inc",BNED,USA,0,1,0,1,0,,,2016,,
BB&T Corporation,BBT,USA,1,0,0,1,0,,,2016,,
Bed Bath & Beyond Inc.,BBBY,USA,0,1,0,1,0,,,2016,,
"Benchmark Electronics, Inc.",BHE,USA,0,1,1,0,0,,,2016,,
"Benchmark Electronics, Inc.",BHE,USA,0,1,1,0,0,,,2016,,Engaged Capital
"BioDelivery Sciences International, Inc.",BDSI,USA,0,0,0,1,0,,,2016,,
"Black Diamond, Inc.",CLAR,USA,0,1,0,0,0,,,2016,,
"BlackRock, Inc.",BLK,USA,1,1,0,1,1,,,2016,,
BorgWarner Inc.,BWA,USA,1,1,0,1,1,,,2016,,
Bristol-Myers Squibb Company,BMY,USA,0,1,0,1,0,,,2016,,
Bristow Group Inc.,BRSWQ,USA,0,0,0,1,1,,,2016,,
"Brown & Brown, Inc.",BRO,USA,0,1,0,0,0,,,2016,,
"Buffalo Wild Wings, Inc.",BWLD,USA,0,1,0,1,0,,,2016,,
"Buffalo Wild Wings, Inc.",BWLD,USA,0,1,0,0,0,,,2016,,Marcato
"Cadence Design Systems, Inc.",CDNS,USA,0,1,0,1,0,,,2016,,
"Carmike Cinemas, Inc.",CKEC,USA,0,0,1,0,0,,,2016,,
Caterpillar Inc.,CAT,USA,0,1,0,1,1,,,2016,,
Celgene Corporation,CELG,USA,0,1,0,1,1,,,2016,,
"CenterPoint Energy, Inc.",CNP,USA,0,1,0,0,1,,,2016,,
Cepheid,CPHD,USA,0,1,0,1,0,,,2016,,
"Cheniere Energy, Inc.",LNG,USA,0,1,0,1,0,,,2016,,
Chesapeake Energy Corporation,CHK,USA,0,0,0,1,1,,,2016,,
Chevron Corporation,CVX,USA,1,1,0,1,1,,,2016,,
"Chico's FAS, Inc.",CHS,USA,0,1,1,0,0,,,2016,,
"Chico's FAS, Inc.",CHS,USA,0,1,1,1,0,,,2016,,Barington Group
"Chipotle Mexican Grill, Inc.",CMG,USA,1,1,0,1,1,,,2016,,
"Chipotle Mexican Grill, Inc.",CMG,USA,0,0,0,0,1,,,2016,,Clean Yield Asset Management
Chubb Limited,CB,USA,1,1,0,1,0,,,2016,,
Churchill Downs Incorporation,CHDN,USA,0,0,0,1,0,,,2016,,
Cincinnati Financial Corporation,CINF,USA,0,1,0,1,0,,,2016,,
"Cisco Systems, Inc.",CSCO,USA,1,1,0,0,1,,,2016,,
Citigroup Inc.,C,USA,0,1,0,1,0,,,2016,,
"Citrix Systems, Inc.",CTXS,USA,0,1,0,1,0,,,2016,,
CLARCOR Inc.,CLC,USA,0,1,0,0,1,,,2016,,
Cliffs Natural Resources Inc.,CLF,USA,0,1,0,1,0,,,2016,,
Cloud Peak Energy Inc.,CLDPQ,USA,0,0,0,1,1,,,2016,,
"Coach, Inc.",COH,USA,0,0,0,1,1,,,2016,,
"Coca-Cola Enterprises, Inc.",CCE,USA,0,1,1,0,0,,,2016,,
Columbia Sportswear Company,COLM,USA,0,1,0,0,1,,,2016,,
Comcast Corporation,CMCSA,USA,0,1,0,1,1,,,2016,,
Computer Sciences Corporation,CSC,USA,0,1,0,1,0,,,2016,,
Consolidated-Tomoka Land Co.,CTO,USA,0,0,0,1,0,,,2016,,
"Copart, Inc.",CPRT,USA,0,1,0,0,0,,,2016,,
Corning Incorporated,GLW,USA,0,1,0,1,1,,,2016,,
Costco Wholesale Corporation,COST,USA,0,0,0,0,1,,,2016,,
Cummins Inc.,CMI,USA,0,1,0,0,1,,,2016,,
CVS Health Corporation,CVS,USA,0,1,0,1,1,,,2016,,
Cypress Semiconductor Corporation,CY,USA,0,1,0,1,0,,,2016,,
Darling Ingredients Inc.,DAR,USA,0,0,0,1,0,,,2016,,
DaVita HealthCare Partners Inc.,DVA,USA,0,1,0,1,0,,,2016,,
Deere & Company,DE,USA,1,1,0,1,1,,,2016,,
"Depomed, Inc.",ASRT,USA,0,1,0,0,1,,,2016,,
"Discovery Communications, Inc.",DISCA,USA,0,0,0,0,1,,,2016,,Clean Yield Asset Management
"Dollar Tree, Inc.",DLTR,USA,0,1,0,0,1,,,2016,,
"Dominion Resources, Inc.",D,USA,0,0,0,0,1,,,2016,,
Domtar Corporation,UFS,USA,0,1,0,0,1,,,2016,,
Dover Corporation,DOV,USA,0,1,0,1,0,,,2016,,
DTE Energy Company,DTE,USA,0,1,0,0,1,,,2016,,
Duke Energy Corporation,DUK,USA,0,1,0,0,1,,,2016,,
Dynavax Technologies Corporation,DVAX,USA,0,1,0,1,0,,,2016,,
E. I. du Pont de Nemours and Company,DD,USA,1,0,1,1,1,,,2016,,
E. I. du Pont de Nemours and Company,DD,USA,0,0,0,0,1,,,2016,,
"EastGroup Properties, Inc.",EGP,USA,0,1,0,1,0,,,2016,,
eBay Inc.,EBAY,USA,0,0,0,1,1,,,2016,,
Ecolab Inc.,ECL,USA,0,1,0,1,1,,,2016,,
Edison International,EIX,USA,0,1,0,0,1,,,2016,,
Edwards Lifesciences Corporation,EW,USA,0,1,0,0,0,,,2016,,
Eli Lilly and Company,LLY,USA,0,1,0,0,1,,,2016,,
EMC Corporation,EMC,USA,0,0,1,0,0,,,2016,,
Emerson Electric Co.,EMR,USA,0,1,0,0,1,,,2016,,
"EnerNOC, Inc.",ENOC,USA,0,1,0,1,0,,,2016,,
Entergy Corporation,ETR,USA,0,0,0,0,1,,,2016,,
"Enzo Biochem, Inc.",ENZ,USA,0,1,0,1,0,,,2016,,
Equifax Inc.,EFX,USA,0,1,0,0,0,,,2016,,
"Evercore Partners, Inc.",EVR,USA,0,0,0,1,0,,,2016,,
Eversource Energy,ES,USA,0,1,0,0,1,,,2016,,
Exelon Corporation,EXC,USA,0,0,0,1,0,,,2016,,
"Expeditors International of Washington, Inc.",EXPD,USA,0,1,0,0,0,,,2016,,
EXPRESS SCRIPTS HOLDING COMPANY,ESRX,USA,0,1,0,1,1,,,2016,,
"Express, Inc.",EXPR,USA,0,0,0,0,1,,,2016,,
"Extreme Networks, Inc.",EXTR,USA,0,1,0,1,0,,,2016,,
F.N.B. Corporation,FNB,USA,0,1,0,0,0,,,2016,,
"Facebook, Inc.",FB,USA,0,1,0,0,1,,,2016,,
Farmer Bros. Co.,FARM,USA,0,1,1,0,1,,,2016,,
Fedex Corporation,FDX,USA,0,1,0,0,1,,,2016,,
"Financial Institutions, Inc.",FISI,USA,0,1,0,0,1,,,2016,,
First Republic Bank,FRC,USA,0,1,0,1,0,,,2016,,
FirstEnergy Corp.,FE,USA,0,1,0,0,1,,,2016,,
"Fiserv, Inc.",FISV,USA,0,1,0,0,0,,,2016,,
Fluor Corporation,FLR,USA,0,0,0,0,1,,,2016,,
FMC Corporation,FMC,USA,0,0,0,1,0,,,2016,,
Ford Motor Company,F,USA,0,1,0,0,1,,,2016,,
Freeport-McMoRan Inc.,FCX,USA,0,1,0,1,1,,,2016,,
General Dynamics Corporation,GD,USA,0,1,0,1,0,,,2016,,
General Electric Company,GE,USA,0,1,0,1,0,,,2016,,
"General Growth Properties, Inc.",GGP,USA,0,0,0,1,0,,,2016,,
General Motors Company,GM,USA,1,1,0,1,0,,,2016,,
Genuine Parts Company,GPC,USA,0,1,0,0,0,,,2016,,
"Gilead Sciences, Inc.",GILD,USA,0,1,0,0,1,,,2016,,
Green Dot Corporation,GDOT,USA,0,0,1,0,0,,,2016,,
Green Dot Corporation,GDOT,USA,0,0,1,0,0,,,2016,,Harvest Capital
"Guess?, Inc.",GES,USA,0,1,0,1,0,,,2016,,
"H&R Block, Inc.",HRB,USA,0,1,0,0,0,,,2016,,
"Hasbro, Inc.",HAS,USA,0,1,0,1,1,,,2016,,
"HCA Holdings, Inc.",HCA,USA,0,1,0,0,0,,,2016,,
Hess Corporation,HES,USA,0,0,0,0,1,,,2016,,
Hewlett-Packard Enterprise Company,HPE,USA,0,1,0,0,0,,,2016,,
"Hologic, Inc.",HOLX,USA,0,1,0,1,1,,,2016,,
Honeywell International Inc.,HON,USA,1,1,0,1,0,,,2016,,
Hewlett-Packard Company,HPQ,USA,1,1,0,0,1,,,2016,,
Huntington Bancshares Incorporated,HBAN,USA,0,1,0,0,1,,,2016,,
"Huntington Ingalls Industries, Inc.",HII,USA,0,1,0,1,1,,,2016,,
IAC/InterActiveCorp,IAC,USA,0,1,0,0,0,,,2016,,
Illinois Tool Works,ITW,USA,0,1,0,1,0,,,2016,,
"Intercontinental Exchange, Inc.",ICE,USA,0,1,0,0,1,,,2016,,
"Interface, Inc.",TILE,USA,0,0,0,0,1,,,2016,,
International Business Machines Corporation,IBM,USA,0,1,0,0,0,,,2016,,
Intuit Inc.,INTU,USA,0,1,0,1,1,,,2016,,
iRobot Corporation,IRBT,USA,0,0,1,0,0,,,2016,,
iRobot Corporation,IRBT,USA,0,0,1,0,0,,,2016,,Red Mountain
Jazz Pharmaceuticals plc,JAZZ,USA,0,1,0,0,0,,,2016,,
Johnson & Johnson,JNJ,USA,0,0,0,0,1,,,2016,,
"Johnson Controls, Inc.",JCI,USA,1,1,1,0,0,,,2016,,
Joy Global Inc,JOY,USA,0,1,0,1,1,,,2016,,
JPMorgan Chase & Co.,JPM,USA,1,1,0,1,0,,,2016,,
K12 Inc.,LRN,USA,0,1,0,1,1,,,2016,,
Kansas City Southern,KSU,USA,0,1,0,1,0,,,2016,,
KB Home,KBH,USA,0,0,0,1,0,,,2016,,
"Kennedy-Wilson Holdings, Inc.",KW,USA,0,0,0,1,0,,,2016,,
Kimball International Inc.,KBAL,USA,0,1,0,0,0,,,2016,,
Kimberly-Clark Corporation,KMB,USA,0,1,0,0,0,,,2016,,
Kirby Corporation,KEX,USA,0,1,0,0,0,,,2016,,
"Kraton Performance Polymers, Inc.",KRA,USA,0,0,0,1,0,,,2016,,
"L Brands, Inc.",LB,USA,0,1,0,1,0,,,2016,,
Laboratory Corporation of America Holdings,LH,USA,0,1,0,1,0,,,2016,,
Lam Research Corporation,LRCX,USA,0,0,0,0,1,,,2016,,
"Landauer, Inc.",LDR,USA,0,1,0,0,0,,,2016,,
Lennar Corporation,LEN,USA,0,1,0,1,0,,,2016,,
"Lowe's Companies, Inc.",LOW,USA,0,1,0,0,1,,,2016,,
"M.D.C. Holdings, Inc.",MDC,USA,0,1,0,1,0,,,2016,,
"Macy's, Inc.",M,USA,0,1,0,0,0,,,2016,,
Marathon Oil Corporation,MRO,USA,0,1,0,1,1,,,2016,,
Marathon Petroleum Corporation,MPC,USA,1,1,0,1,1,,,2016,,
Masco Corporation,MAS,USA,0,1,0,1,1,,,2016,,
Masimo Corporation,MASI,USA,0,1,0,1,0,,,2016,,
"Mattel, Inc.",MAT,USA,0,1,0,0,1,,,2016,,
McDonald's Corporation,MCD,USA,0,1,0,0,1,,,2016,,
McKesson Corporation,MCK,USA,0,0,0,1,1,,,2016,,
Mead Johnson Nutrition Company,MJN,USA,0,1,0,1,1,,,2016,,
"Media General, Inc.",MEG,USA,0,0,0,1,0,,,2016,,
"Medical Properties Trust, Inc.",MPW,USA,0,0,0,1,0,,,2016,,
"Merck & Co., Inc.",MRK,USA,0,1,0,1,1,,,2016,,
"MetLife, Inc.",MET,USA,0,1,0,0,0,,,2016,,
Microsoft Corporation,MSFT,USA,0,1,1,1,0,,,2016,,
MINERALS TECHNOLOGIES INC.,MTX,USA,0,1,0,1,0,,,2016,,
Molson Coors Brewing Company,TAP,USA,0,1,0,0,1,,,2016,,
"Mondelez International, Inc.",MDLZ,USA,0,0,0,0,1,,,2016,,
Monsanto Company,MON,USA,0,1,0,0,1,,,2016,,
Monster Beverage Corporation,MNST,USA,1,1,0,0,1,,,2016,,
Morgan Stanley,MS,USA,0,1,0,1,0,,,2016,,
"Motorola Solutions, Inc.",MSI,USA,0,1,0,0,0,,,2016,,
"Myers Industries, Inc.",MYE,USA,0,1,0,0,0,,,2016,,
Mylan Inc.,MYL,USA,0,1,0,1,0,,,2016,,
"Myriad Genetics, Inc., Inc.",MYGN,USA,0,1,0,1,0,,,2016,,
Nabors Industries Ltd.,NBR,USA,0,1,0,1,0,,,2016,,
National Fuel Gas Company,NFG,USA,1,0,0,0,1,,,2016,,
"NeuStar, Inc.",NSR,USA,0,0,0,1,0,,,2016,,
"New York Community Bancorp, Inc.",NYCB,USA,0,1,1,1,0,,,2016,,
Newfield Exploration Company,NFX,USA,0,1,0,0,1,,,2016,,
News Corporation,NWS,USA,0,1,0,1,0,,,2016,,
"NextEra Energy, Inc.",NEE,USA,0,0,0,0,1,,,2016,,
"Nike, Inc.",NKE,USA,0,0,0,1,1,,,2016,,
Noble Corporation plc,NE,USA,0,1,0,1,0,,,2016,,
"Noble Energy, Inc.",NBL,USA,0,1,0,0,1,,,2016,,
Norfolk Southern Corporation,NSC,USA,0,1,1,0,0,,,2016,,
Northrop Grumman Corporation,NOC,USA,0,1,0,0,0,,,2016,,
"Nuance Communications, Inc.",NUAN,USA,0,0,0,1,0,,,2016,,
Nucor Corporation,NUE,USA,0,1,0,0,1,,,2016,,
"NuVasive, Inc.",NVUA,USA,0,1,0,1,0,,,2016,,
"O'Reilly Automotive, Inc.",ORLY,USA,0,1,0,0,1,,,2016,,
Occidental Petroleum Corporation,OXY,USA,0,0,0,0,1,,,2016,,
Omega Protein Corporation,OMER,USA,0,1,1,0,0,,,2016,,
Omega Protein Corporation,OMER,USA,0,1,1,0,0,,,2016,,Wynnefield Capital Inc.
Omnicom Group Inc.,OMC,USA,0,1,0,0,0,,,2016,,
"On Assignment, Inc.",ASGN,USA,0,1,0,0,0,,,2016,,
Oracle Corporation,ORCL,USA,0,1,0,1,1,,,2016,,
PacWest Bancorp,PACW,USA,0,1,0,1,0,,,2016,,
"Palo Alto Networks, Inc.",PANW,USA,0,1,0,1,0,,,2016,,
"PayPal Holdings, Inc.",PYPL,USA,0,1,0,1,0,,,2016,,
Pebblebrook Hotel Trust,PEB,USA,1,1,0,0,0,,,2016,,
Pentair plc,PNR,USA,0,1,0,1,0,,,2016,,
"Pepco Holdings, Inc.",POM,USA,0,0,0,1,0,,,2016,,
"PepsiCo, Inc.",PEP,USA,0,0,0,0,1,,,2016,,
Pfizer Inc.,PFE,USA,0,0,0,1,1,,,2016,,
Philip Morris International Inc.,PM,USA,0,1,0,1,1,,,2016,,
Pinnacle West Capital Corporation,PNW,USA,0,1,0,0,1,,,2016,,
Pioneer Natural Resources Company,PXD,USA,0,0,0,1,1,,,2016,,
Pitney Bowes Inc.,PBI,USA,0,1,0,1,0,,,2016,,
Polaris Industries Inc.,PII,USA,0,1,0,1,0,,,2016,,
"Post Holdings, Inc.",POST,USA,0,1,0,1,0,,,2016,,
"Post Properties, Inc.",PPS,USA,0,1,0,0,0,,,2016,,
PPL Corporation,PPL,USA,0,1,0,0,1,,,2016,,
"Praxair, Inc.",PX,USA,0,1,0,1,0,,,2016,,
"Prudential Financial, Inc.",PRU,USA,0,1,0,1,0,,,2016,,
"QEP Resources, Inc.",QEP,USA,0,1,1,0,1,,,2016,,
QUALCOMM Incorporated,QCOM,USA,0,1,0,1,0,,,2016,,
Quest Diagnostics Incorporated,DGX,USA,0,1,0,0,0,,,2016,,
"Rackspace Hosting, Inc.",RAX,USA,0,1,0,0,0,,,2016,,
Ralph Lauren Corporation,RL,USA,0,1,0,1,0,,,2016,,
Raytheon Company,RTN,USA,1,1,0,1,1,,,2016,,
RBC Bearings Incorporated,ROLL,USA,0,1,0,1,0,,,2016,,
"RealNetworks, Inc.",RNWK,USA,0,1,0,1,0,,,2016,,
Regency Centers Corporation,REG,USA,0,1,0,0,0,,,2016,,
"Regeneron Pharmaceuticals, Inc.",REGN,USA,0,1,0,1,0,,,2016,,
"Republic Services, Inc.",RSG,USA,0,1,0,1,1,,,2016,,
Rex Energy Corporation,REXX,USA,0,1,0,0,0,,,2016,,
RLJ Lodging Trust,RLJ,USA,0,1,0,1,0,,,2016,,
"Rofin-Sinar Technologies, Inc.",RSTI,USA,0,1,0,0,0,,,2016,,
"Rofin-Sinar Technologies, Inc.",RSTI,USA,0,1,0,0,0,,,2016,,Silver Arrow
"RTI Surgical, Inc.",RTIX,USA,0,1,0,1,0,,,2016,,
"Salesforce.com, Inc.",CRM,USA,0,0,0,1,0,,,2016,,
"Sanderson Farms, Inc.",SAFM,USA,0,1,0,0,1,,,2016,,
"Sarepta Therapeutics, Inc.",SRPT,USA,0,1,0,1,0,,,2016,,
Schlumberger Limited,SLB,USA,0,1,0,1,0,,,2016,,
Sempra Energy,SRE,USA,0,1,0,1,0,,,2016,,
"Simpson Manufacturing Co., Inc.",SSD,USA,0,1,0,1,0,,,2016,,
SL Green Realty Corp.,SLG,USA,0,1,0,1,0,,,2016,,
SolarCity Corporation,SCTY,USA,0,0,1,0,0,,,2016,,
Sonoco Products Company,SON,USA,0,1,0,0,0,,,2016,,
"Sonus Networks, Inc.",RBBN,USA,0,1,0,1,0,,,2016,,
Sorrento Therapeutics,SRNE,USA,0,1,0,1,0,,,2016,,
Southwest Airlines Co.,LUV,USA,0,1,0,0,1,,,2016,,
Spectra Energy,SEAS,USA,0,0,0,0,1,,,2016,,
"Spectrum Pharmaceuticals, Inc.",SPPI,USA,0,1,0,1,0,,,2016,,
"St. Jude Medical, Inc.",STJ,USA,0,1,1,1,0,,,2016,,
"Staples, Inc.",SPLS,USA,0,1,0,1,0,,,2016,,
Starbucks Corporation,SBUX,USA,1,0,0,0,1,,,2016,,
STERIS plc.,STE,USA,0,1,0,0,0,,,2016,,
Steven Madden,SHOO,USA,0,0,0,1,0,,,2016,,
Stewart Information Services Corporation,STC,USA,0,1,0,0,0,,,2016,,
Stifel Financial Corp.,SF,USA,0,1,0,1,0,,,2016,,
"Super Micro Computer, Inc.",SMCI,USA,0,1,0,0,0,,,2016,,
SUPERVALU INC.,SVU,USA,0,1,0,1,0,,,2016,,
"T. Rowe Price Group, Inc.",TROW,USA,0,0,0,0,1,,,2016,,
Target Corporation,TGT,USA,0,0,0,0,1,,,2016,,
"Taubman Centers, Inc.",TCO,USA,0,1,0,0,0,,,2016,,
"Tempur Sealy International, Inc.",TPX,USA,0,1,0,1,0,,,2016,,
"Tesla, Inc.",TSLA,USA,0,0,1,0,0,,,2016,,
"Tetra Tech, Inc.",TTEK,USA,0,0,0,1,0,,,2016,,
The Advisory Board Company,ABCO,USA,0,1,0,1,0,,,2016,,
The AES Corporation,AES,USA,0,0,0,0,1,,,2016,,
The Allstate Corporation,ALL,USA,0,1,0,0,0,,,2016,,
The Bank of New York Mellon Corporation,BK,USA,0,1,0,1,0,,,2016,,
The Boeing Company,BA,USA,0,1,0,0,0,,,2016,,
The Clorox Company,CLX,USA,0,1,0,0,1,,,2016,,
The Coca-Cola Company,KO,USA,0,0,0,0,1,,,2016,,
The Dow Chemical,DD,USA,0,1,1,0,0,,,2016,,
"The Estee Lauder Companies, Inc.",EL,USA,0,1,0,1,0,,,2016,,
The Female Health Company,FHCO,USA,0,0,1,0,0,,,2016,,
"The Finish Line, Inc.",FINL,USA,0,1,0,1,0,,,2016,,
"The Goldman Sachs Group, Inc.",GS,USA,1,1,0,1,0,,,2016,,
The Goodyear Tire & Rubber Company,GT,USA,0,1,0,1,1,,,2016,,
The J. M. Smucker Company,SJM,USA,0,1,0,0,1,,,2016,,
The Kroger Co.,KR,USA,0,0,0,0,1,,,2016,,
The Madison Square Garden Company,MSG,USA,0,0,0,1,0,,,2016,,
The Procter & Gamble Company,PG,USA,0,0,0,0,1,,,2016,,
The Southern Company,SO,USA,0,1,0,0,1,,,2016,,
"The Ultimate Software Group, Inc.",ULTI,USA,0,1,0,1,0,,,2016,,
The Walt Disney Company,DIS,USA,0,1,0,1,0,,,2016,,
The WhiteWave Foods Company,WWAV,USA,0,0,1,0,0,,,2016,,
Time Warner Inc.,TWX,USA,0,0,0,1,0,,,2016,,
"T-Mobile US, Inc.",TMUS,USA,0,1,0,0,0,,,2016,,
"Toll Brothers, Inc.",TOL,USA,0,1,0,0,0,,,2016,,
"Total System Services, Inc.",TSS,USA,1,1,0,1,1,,,2016,,
Tribune Publishing Company,TPCO,USA,0,1,1,0,0,,,2016,,
Tribune Publishing Company,TPCO,USA,0,1,1,0,0,,,2016,,"Gannett Co., Inc."
Tupperware Brands Corporation,TUP,USA,0,1,0,1,0,,,2016,,
Tutor Perini Corporation,TPC,USA,0,1,0,1,0,,,2016,,
"Twenty-First Century Fox, Inc.",FOXA,USA,0,1,0,1,0,,,2016,,
"Twitter, Inc.",TWTR,USA,0,1,0,1,0,,,2016,,
"Tyson Foods, Inc.",TSN,USA,0,0,0,0,1,,,2016,,The Humane Society of the United States
U.S. Bancorp,USB,USA,0,1,0,1,0,,,2016,,
"Ultratech, Inc.",UTEK,USA,0,1,1,0,1,,,2016,,
"Ultratech, Inc.",UTEK,USA,0,1,1,0,1,,,2016,,Neuberger Berman Investment Advisors LLC
United States Steel Corporation,X,USA,0,1,0,1,0,,,2016,,
United Technologies Corporation,UTX,USA,0,0,0,1,1,,,2016,,
United Therapeutics Corporation,UTHR,USA,0,1,0,1,0,,,2016,,
Universal Health Realty Income Trust,UHT,USA,0,1,0,1,0,,,2016,,
Universal Insurance Holdings Inc.,UVE,USA,0,0,0,1,0,,,2016,,
Unum Group,UNM,USA,0,1,0,1,1,,,2016,,
"Urban Outfitters, Inc.",URBN,USA,0,1,0,0,1,,,2016,,
"Varian Medical Systems, Inc.",VAR,USA,0,1,0,0,0,,,2016,,
Vector Group Ltd.,VGR,USA,0,1,0,1,0,,,2016,,
Vectren Corporation,VVC,USA,0,1,0,0,0,,,2016,,
Veeco Instruments Inc.,VECO,USA,0,1,0,1,0,,,2016,,
"Ventas, Inc.",VTR,USA,0,0,0,1,0,,,2016,,
"VeriFone Systems, Inc.",PAY,USA,0,0,0,1,0,,,2016,,
Verizon Communications Inc.,VZ,USA,0,1,0,0,0,,,2016,,
Vertex Pharmaceuticals Incorporated,VRTX,USA,0,0,0,1,0,,,2016,,
Visa Inc.,V,USA,0,1,0,1,1,,,2016,,
Vornado Realty Trust,VNO,USA,0,1,0,0,0,,,2016,,
W. R. Berkley Corporation,WRB,USA,0,1,0,1,0,,,2016,,
"Waddell & Reed Financial, Inc.",WDR,USA,0,1,0,1,0,,,2016,,
"Wal-Mart Stores, Inc.",WMT,USA,0,1,0,1,0,,,2016,,
Waters Corporation,WAT,USA,0,1,0,1,0,,,2016,,
"Watsco, Inc.",WSO,USA,0,1,0,0,0,,,2016,,
WebMD Health Corp.,WBMD,USA,0,1,0,1,0,,,2016,,
