gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
4060,3,31/03/1964,2/06/2019,S&P 500 Comp-Ltd,I0003,DUPONT DE NEMOURS INC,DD
9667,3,30/06/1964,,S&P 500 Comp-Ltd,I0003,SHERWIN-WILLIAMS CO,SHW
10576,3,30/06/1964,15/01/2001,S&P 500 Comp-Ltd,I0003,TIME WARNER INC-OLD,TWX.1
4076,3,30/09/1964,31/08/1968,S&P 500 Comp-Ltd,I0003,DREXEL ENTERPRISES INC-UTAH,DRX.1
11274,3,30/09/1964,30/11/1987,S&P 500 Comp-Ltd,I0003,WALTER (JIM) CORP,JWC.
5824,3,30/09/1964,29/01/1998,S&P 500 Comp-Ltd,I0003,PEPSIAMERICAS INC,PAS
2698,3,31/12/1964,31/05/1976,S&P 500 Comp-Ltd,I0003,CANADIAN PACIFIC RAILWAY LTD,CP
3650,3,31/03/1965,,S&P 500 Comp-Ltd,I0003,CUMMINS INC,CMI
4321,3,31/03/1965,,S&P 500 Comp-Ltd,I0003,EMERSON ELECTRIC CO,EMR
9465,3,31/03/1965,,S&P 500 Comp-Ltd,I0003,SCHLUMBERGER LTD,SLB
3480,3,31/03/1965,31/08/1968,S&P 500 Comp-Ltd,I0003,CERIDIAN CORP,4622B
5088,3,31/03/1965,31/05/1973,S&P 500 Comp-Ltd,I0003,GENERAL STEEL INDS,GSI.2
4979,3,31/03/1965,30/11/1976,S&P 500 Comp-Ltd,I0003,GAMBLE-SKOGMO,WIX1
6486,3,31/03/1965,30/11/1980,S&P 500 Comp-Ltd,I0003,KOEHRING CO,KOE.
6276,3,31/03/1965,30/09/1984,S&P 500 Comp-Ltd,I0003,JONATHAN LOGAN INC,JOL.
4654,3,30/06/1965,31/05/1973,S&P 500 Comp-Ltd,I0003,FINANCIAL FEDERATION,FFI.1
10897,3,30/06/1965,31/05/1973,S&P 500 Comp-Ltd,I0003,UNITED FINANCIAL OF CALIF,UFL
4940,3,30/06/1965,28/02/1975,S&P 500 Comp-Ltd,I0003,G-I HOLDINGS INC,5876C
5895,3,30/06/1965,31/05/1976,S&P 500 Comp-Ltd,I0003,IMPERIAL CORP OF AMERICA,ICA.
4688,3,30/06/1965,31/07/1983,S&P 500 Comp-Ltd,I0003,FIRST CHARTER FINANCIAL,FCF.1
5321,3,30/06/1965,1/07/1997,S&P 500 Comp-Ltd,I0003,GREAT WESTERN FINANCIAL,GWF.
10823,3,30/09/1965,31/05/1973,S&P 500 Comp-Ltd,I0003,UV INDUSTRIES INC LIQ TRUST,UV
9117,3,31/12/1965,31/05/1973,S&P 500 Comp-Ltd,I0003,RHEINGOLD CORP,RG.2
3506,3,31/12/1965,11/08/1981,S&P 500 Comp-Ltd,I0003,COPELAND CORP,CRF.3
1596,3,31/12/1965,30/09/1984,S&P 500 Comp-Ltd,I0003,AMERIFIN CORP,AFN.3
7155,3,31/12/1965,3/08/1997,S&P 500 Comp-Ltd,I0003,MCDONNELL DOUGLAS CORP,MD.1
10580,3,31/12/1965,12/06/2000,S&P 500 Comp-Ltd,I0003,TIMES MIRROR CO  -SER A,TMC
1753,3,31/03/1966,28/02/1970,S&P 500 Comp-Ltd,I0003,ARMADA CORP,3AMDA
7784,3,30/06/1966,31/05/1970,S&P 500 Comp-Ltd,I0003,NATIONAL UNION ELECTRIC CORP,NUM.
5856,3,30/06/1966,29/02/1976,S&P 500 Comp-Ltd,I0003,I-T-E IMPERIAL CORP,ITE.
2434,3,30/06/1966,30/11/1980,S&P 500 Comp-Ltd,I0003,BROWN CO,BWN.1
8828,3,30/06/1966,31/07/1982,S&P 500 Comp-Ltd,I0003,PUREX INDUSTRIES INC,PRX.1
7099,3,30/06/1966,5/09/1996,S&P 500 Comp-Ltd,I0003,VARITY CORP,VAT
4189,3,30/09/1966,1/11/2000,S&P 500 Comp-Ltd,I0003,EASTERN ENTERPRISES,EFU.1
9316,3,31/12/1966,31/05/1974,S&P 500 Comp-Ltd,I0003,SCM CORP,SCM.2
11115,3,31/12/1966,30/11/1974,S&P 500 Comp-Ltd,I0003,VARIAN MEDICAL SYSTEMS INC,VAR
2328,3,31/12/1966,31/05/1976,S&P 500 Comp-Ltd,I0003,NSTAR,NST
5870,3,31/12/1966,31/05/1976,S&P 500 Comp-Ltd,I0003,IDACORP INC,IDA
8804,3,31/12/1966,31/05/1976,S&P 500 Comp-Ltd,I0003,NEW CENTURY ENERGIES INC,NCE.1
10860,3,31/12/1966,31/05/1976,S&P 500 Comp-Ltd,I0003,AMEREN CORP,AEE
10495,3,31/12/1966,30/09/1983,S&P 500 Comp-Ltd,I0003,TEXAS GAS TRANSMISSION LLC,4093A
10490,3,31/12/1966,31/03/1989,S&P 500 Comp-Ltd,I0003,TEXAS EASTERN CORP,PEL4
2729,3,31/12/1966,11/02/1996,S&P 500 Comp-Ltd,I0003,CAPITAL CITIES/ABC INC,CCB.2
10391,3,31/03/1967,15/11/2007,S&P 500 Comp-Ltd,I0003,TEKTRONIX INC,TEK.1
4536,3,30/06/1967,28/02/1973,S&P 500 Comp-Ltd,I0003,FACTOR (MAX) CO-CL A,FAC.2
5574,3,30/06/1967,28/02/1973,S&P 500 Comp-Ltd,I0003,HELENE CURTIS INDS,HC.
9104,3,30/06/1967,31/10/1985,S&P 500 Comp-Ltd,I0003,REVLON INC  -OLD,4640A
2987,3,30/06/1967,31/01/1987,S&P 500 Comp-Ltd,I0003,CHESEBROUGH-POND'S INC,CBM.4
5361,3,30/06/1967,15/04/1994,S&P 500 Comp-Ltd,I0003,GRUMMAN CORP,GQ.1
1608,3,30/06/1967,4/04/1999,S&P 500 Comp-Ltd,I0003,AMP INC,AMP.2
1920,3,30/06/1967,22/03/2015,S&P 500 Comp-Ltd,I0003,AVON PRODUCTS,AVP
2574,3,30/09/1967,,S&P 500 Comp-Ltd,I0003,CSX CORP,CSX
10809,3,30/09/1967,31/05/1970,S&P 500 Comp-Ltd,I0003,UNC INC,UNC
6381,3,30/09/1967,30/11/1973,S&P 500 Comp-Ltd,I0003,KELSEY HAYES CO-OLD,KW.
8501,3,30/09/1967,31/05/1977,S&P 500 Comp-Ltd,I0003,PET INC-OLD,PET.1
5328,3,30/09/1967,28/02/1979,S&P 500 Comp-Ltd,I0003,GREEN GIANT CO,GG.1
4521,3,30/09/1967,31/07/1984,S&P 500 Comp-Ltd,I0003,FABERGE INC,FBG.
9320,3,30/09/1967,31/01/1985,S&P 500 Comp-Ltd,I0003,SFN COS INC,SFN.
3568,3,30/09/1967,30/06/1985,S&P 500 Comp-Ltd,I0003,COX COMMUNICATIONS INC -OLD,COX.
6861,3,30/09/1967,30/11/1990,S&P 500 Comp-Ltd,I0003,MCA INC,MCA.1
9963,3,30/09/1967,11/12/2000,S&P 500 Comp-Ltd,I0003,SPRINGS INDUSTRIES  -CL A,SMI.1
3200,3,31/12/1967,31/05/1970,S&P 500 Comp-Ltd,I0003,COLTEC INDUSTRIES,COT.2
9463,3,31/12/1967,31/05/1982,S&P 500 Comp-Ltd,I0003,SCHLITZ (JOS.) BREWING CO,SLZ.
5148,3,31/12/1967,31/01/1984,S&P 500 Comp-Ltd,I0003,GETTY OIL CO,GET.2
5696,3,31/03/1968,31/08/1968,S&P 500 Comp-Ltd,I0003,HOOKER CHEMICAL CORP,OXY.1
186938,3,31/03/1968,28/02/1969,S&P 500 Comp-Ltd,I0003,PIKE CORP OF AMERICA,PKA
11413,3,31/03/1968,31/05/1976,S&P 500 Comp-Ltd,I0003,WESTERN PACIFIC INDUSTRIES,DHR1
5163,3,31/03/1968,31/07/1982,S&P 500 Comp-Ltd,I0003,GIDDINGS & LEWIS INC,GID.
1098,3,31/03/1968,2/07/1992,S&P 500 Comp-Ltd,I0003,ACME-CLEVELAND CORP,AMT.1
8537,3,31/03/1968,27/11/1997,S&P 500 Comp-Ltd,I0003,CITIGROUP GLOBAL MKTS HLDGS,C2
3851,3,31/03/1968,18/08/2005,S&P 500 Comp-Ltd,I0003,DELTA AIR LINES INC,DAL
7076,3,30/06/1968,31/05/1970,S&P 500 Comp-Ltd,I0003,MARTIN MARIETTA ALUM INC-OLD,MMA.2
4458,3,30/06/1968,28/02/1974,S&P 500 Comp-Ltd,I0003,ESSEX INTL INC,EXC.3
10017,3,30/06/1968,31/05/1976,S&P 500 Comp-Ltd,I0003,STANRAY CORP,SRY.
5468,3,30/06/1968,31/10/1991,S&P 500 Comp-Ltd,I0003,HARCOURT BRACE JOVANOVICH,HBJ
2433,3,30/06/1968,30/06/1992,S&P 500 Comp-Ltd,I0003,BNS HOLDING CO,BNSSA
2393,3,30/06/1968,2/04/2001,S&P 500 Comp-Ltd,I0003,BRIGGS & STRATTON,BGG
7260,3,30/06/1968,3/01/2011,S&P 500 Comp-Ltd,I0003,MEREDITH CORP,MDP
2724,3,30/09/1968,31/05/1969,S&P 500 Comp-Ltd,I0003,CANTEEN CORP,CANT
9487,3,30/09/1968,31/05/1969,S&P 500 Comp-Ltd,I0003,SCIENTIFIC DATA SYSTEMS INC,SDS.1
2456,3,30/09/1968,28/02/1970,S&P 500 Comp-Ltd,I0003,BUDGET INDUSTRIES INC,BGT.1
1428,3,30/09/1968,31/05/1970,S&P 500 Comp-Ltd,I0003,AMERICAN CREDIT,ACR.3
3535,3,30/09/1968,28/02/1971,S&P 500 Comp-Ltd,I0003,CORONET INDUSTRIES INC,CID.3
6523,3,30/09/1968,31/08/1972,S&P 500 Comp-Ltd,I0003,VALHI INC-OLD,VHI.1
122147,3,30/09/1968,31/08/1972,S&P 500 Comp-Ltd,I0003,READING CO,RDG.1
5349,3,30/09/1968,30/11/1975,S&P 500 Comp-Ltd,I0003,GROLIER INC,6050B
11130,3,30/09/1968,30/11/1975,S&P 500 Comp-Ltd,I0003,VENDO CO,VEN.1
8502,3,30/09/1968,31/05/1978,S&P 500 Comp-Ltd,I0003,PETER PAUL INC,PPI.1
5462,3,30/09/1968,28/02/1979,S&P 500 Comp-Ltd,I0003,HANES CORP,HNS
9618,3,30/09/1968,28/02/1979,S&P 500 Comp-Ltd,I0003,SERVOMATION CORP,SVM.1
6914,3,30/09/1968,28/02/1981,S&P 500 Comp-Ltd,I0003,MACKE CO,MAK.1
10837,3,30/09/1968,28/02/1981,S&P 500 Comp-Ltd,I0003,UNIDYNAMICS CORP,UD
14097,3,30/09/1968,30/11/1984,S&P 500 Comp-Ltd,I0003,ARAMARK CORP  -CL B,4774B
9234,3,30/09/1968,31/03/1988,S&P 500 Comp-Ltd,I0003,ROPER CORP,ROP.1
1062,3,30/09/1968,31/07/1989,S&P 500 Comp-Ltd,I0003,ASA GOLD AND PRECIOUS METALS,ASA
7148,3,31/12/1968,31/08/1975,S&P 500 Comp-Ltd,I0003,MCCRORY CORP,1219A
7021,3,31/12/1968,31/05/1976,S&P 500 Comp-Ltd,I0003,MARCOR INC,MOB2
5848,3,31/12/1968,31/08/1981,S&P 500 Comp-Ltd,I0003,IBP INC,IBP.1
3928,3,31/12/1968,31/10/1982,S&P 500 Comp-Ltd,I0003,DIAMOND INTERNATIONAL CORP,DN
7082,3,31/12/1968,31/08/1983,S&P 500 Comp-Ltd,I0003,MARYLAND CUP CORP,MDC.2
3121,3,31/03/1969,,S&P 500 Comp-Ltd,I0003,CLOROX CO/DE,CLX
5071,3,31/03/1969,,S&P 500 Comp-Ltd,I0003,GENERAL MILLS INC,GIS
3919,3,31/03/1969,31/08/1972,S&P 500 Comp-Ltd,I0003,DIAL CORP,DFC.1
9405,3,31/03/1969,28/02/1982,S&P 500 Comp-Ltd,I0003,SANTA FE INTERNATIONAL,SAF.2
6819,3,31/03/1969,22/10/1997,S&P 500 Comp-Ltd,I0003,LOUISIANA LAND & EXPLORATION,LLX.
10156,3,31/03/1969,4/10/2012,S&P 500 Comp-Ltd,I0003,SUNOCO INC,SUN
7881,3,30/06/1969,,S&P 500 Comp-Ltd,I0003,NEWMONT GOLDCORP CORP,NEM
6682,3,30/06/1969,31/05/1976,S&P 500 Comp-Ltd,I0003,JEFFERIES FINANCIAL GRP INC,JEF
1409,3,30/06/1969,31/12/1985,S&P 500 Comp-Ltd,I0003,AMERICAN BROADCASTING,ABC.2
3480,3,30/06/1969,1/04/2001,S&P 500 Comp-Ltd,I0003,CERIDIAN CORP,4622B
5245,3,30/09/1969,30/09/1988,S&P 500 Comp-Ltd,I0003,GOULD INC,GLD.3
3593,3,31/03/1970,31/05/1976,S&P 500 Comp-Ltd,I0003,CREDITHRIFT FINANCIAL-OLD,CRD.2
9451,3,31/03/1970,31/05/1976,S&P 500 Comp-Ltd,I0003,SCHAEFER (F.&M.) CORP,SFR.1
9819,3,31/03/1970,31/05/1976,S&P 500 Comp-Ltd,I0003,SOO LINE CORP,SOO
5605,3,31/03/1970,30/09/1982,S&P 500 Comp-Ltd,I0003,HEUBLEIN INC,HBL
7154,3,30/06/1970,,S&P 500 Comp-Ltd,I0003,MCDONALD'S CORP,MCD
6394,3,30/06/1970,31/08/1971,S&P 500 Comp-Ltd,I0003,KENTUCKY FRIED CHICKEN-DEL,KFC.
11047,3,30/06/1970,31/05/1974,S&P 500 Comp-Ltd,I0003,URIS BUILDINGS CORP,URB.1
9812,3,30/06/1970,30/11/1976,S&P 500 Comp-Ltd,I0003,SONESTA INTL HOTELS  -CL A,SNSTA
10587,3,30/06/1970,28/02/1977,S&P 500 Comp-Ltd,I0003,TISHMAN REALTY & CONSTRUCTN,TIS.2
4945,3,30/06/1970,30/11/1978,S&P 500 Comp-Ltd,I0003,GDV INC,GDVI.1
5754,3,30/06/1970,31/05/1980,S&P 500 Comp-Ltd,I0003,HOWARD JOHNSON CO,HJ
4470,3,30/06/1970,31/03/1984,S&P 500 Comp-Ltd,I0003,EVANS PRODUCTS CO,4599B
9581,3,30/06/1970,31/12/1984,S&P 500 Comp-Ltd,I0003,SEDCO INC,SED.1
5187,3,30/06/1970,31/12/1985,S&P 500 Comp-Ltd,I0003,GLOBALSANTAFE CORP,GSF.2
6351,3,30/06/1970,28/02/1989,S&P 500 Comp-Ltd,I0003,SUNAMERICA INC,SAI.1
5662,3,30/06/1970,31/01/1990,S&P 500 Comp-Ltd,I0003,HOLIDAY CORP,HIA.1
7063,3,30/06/1970,30/09/1993,S&P 500 Comp-Ltd,I0003,HOST HOTELS & RESORTS INC,HST
2917,3,30/06/1970,18/06/2000,S&P 500 Comp-Ltd,I0003,CHAMPION INTERNATIONAL CORP,CHA.3
8692,3,30/06/1970,8/07/2001,S&P 500 Comp-Ltd,I0003,POTLATCHDELTIC CORP,PCH
5643,3,30/06/1970,24/10/2007,S&P 500 Comp-Ltd,I0003,HILTON WORLDWIDE HOLDINGS,HLT
2290,3,30/06/1970,22/06/2008,S&P 500 Comp-Ltd,I0003,OFFICEMAX INC,OMX
7697,3,30/09/1970,31/05/1976,S&P 500 Comp-Ltd,I0003,NATIONAL AIRLINES INC,NAL.2
6730,3,31/12/1970,,S&P 500 Comp-Ltd,I0003,LILLY (ELI) & CO,LLY
5657,3,31/12/1970,28/02/1977,S&P 500 Comp-Ltd,I0003,HOERNER WALDORF CORP,HWC.1
7131,3,31/03/1971,31/05/1981,S&P 500 Comp-Ltd,I0003,MAYER (OSCAR) & CO,OMC.
1239,3,31/03/1971,16/11/2006,S&P 500 Comp-Ltd,I0003,ALBERTO-CULVER CO,ACV.1
4790,3,30/06/1971,31/08/1972,S&P 500 Comp-Ltd,I0003,FLORIDA EAST COAST INDS,FLA
7984,3,30/06/1971,30/11/1978,S&P 500 Comp-Ltd,I0003,NORTHGATE MINERALS CORP,NXG
5172,3,30/09/1971,28/02/1982,S&P 500 Comp-Ltd,I0003,GINO'S INC,GNO.1
8005,3,30/09/1971,31/08/1983,S&P 500 Comp-Ltd,I0003,NORTON SIMON INC,4033A
7152,3,30/09/1971,19/08/2003,S&P 500 Comp-Ltd,I0003,MCDERMOTT INTL INC,MDR
8937,3,31/12/1971,20/12/1989,S&P 500 Comp-Ltd,I0003,RAMADA INC,RAM.3
8974,3,31/03/1972,31/07/1989,S&P 500 Comp-Ltd,I0003,R & B FALCON CORP,FLC.2
6038,3,31/03/1972,12/07/1993,S&P 500 Comp-Ltd,I0003,INTERLAKE CORP,IK
2086,3,30/09/1972,,S&P 500 Comp-Ltd,I0003,BAXTER INTERNATIONAL INC,BAX
2111,3,30/09/1972,,S&P 500 Comp-Ltd,I0003,BECTON DICKINSON & CO,BDX
7116,3,30/09/1972,28/02/1975,S&P 500 Comp-Ltd,I0003,MATTEL INC,MAT
5744,3,30/09/1972,31/05/1976,S&P 500 Comp-Ltd,I0003,HOUSTON PIPE LINE CO,ENRNQ1
7733,3,30/09/1972,31/05/1976,S&P 500 Comp-Ltd,I0003,NATIONAL FUEL GAS CO,NFG
5872,3,30/09/1972,31/07/1982,S&P 500 Comp-Ltd,I0003,IDEAL TOY CORP,ID.1
2839,3,30/09/1972,31/10/1983,S&P 500 Comp-Ltd,I0003,CENTEL CORP,CNT.4
3473,3,30/09/1972,31/10/1983,S&P 500 Comp-Ltd,I0003,CONTEL CORP,CTC.1
10984,3,30/09/1972,31/10/1983,S&P 500 Comp-Ltd,I0003,SPRINT CORP,S
7413,3,30/09/1972,31/08/1984,S&P 500 Comp-Ltd,I0003,MILTON BRADLEY CO,MB.1
3869,3,30/09/1972,31/12/1984,S&P 500 Comp-Ltd,I0003,DENNY'S INC,DEN.1
1481,3,30/09/1972,31/10/1985,S&P 500 Comp-Ltd,I0003,AMERICAN HOSPITAL SUPPLY,AHS.1
3015,3,31/03/1973,31/05/1976,S&P 500 Comp-Ltd,I0003,CHRIS-CRAFT INDS,CCN.2
8875,3,31/03/1973,30/09/1982,S&P 500 Comp-Ltd,I0003,QUESTOR CORP,IQ.1
5458,3,31/03/1973,7/03/1996,S&P 500 Comp-Ltd,I0003,HANDLEMAN CO,HDLM
8202,3,31/03/1973,30/09/1996,S&P 500 Comp-Ltd,I0003,OUTBOARD MARINE CORP,9975B
2444,3,31/03/1973,22/06/2008,S&P 500 Comp-Ltd,I0003,BRUNSWICK CORP,BC
10332,3,31/03/1973,30/06/2011,S&P 500 Comp-Ltd,I0003,RS LEGACY CORP,RSHCQ
6266,3,30/06/1973,,S&P 500 Comp-Ltd,I0003,JOHNSON & JOHNSON,JNJ
3466,3,30/06/1973,31/08/1975,S&P 500 Comp-Ltd,I0003,CONTINENTAL MTG INVESTORS,CMI.2
3735,3,30/06/1973,31/08/1975,S&P 500 Comp-Ltd,I0003,DANAHER CORP,DHR
4512,3,30/06/1973,31/08/1975,S&P 500 Comp-Ltd,I0003,FMI FINANCIAL CORP,FMIF
5563,3,30/06/1973,31/05/1976,S&P 500 Comp-Ltd,I0003,HEILEMAN (G) BREWING  -OLD,GHB
7091,3,30/06/1973,31/05/1976,S&P 500 Comp-Ltd,I0003,MASSMUTUAL MTG & RLTY INVS,MML.1
9625,3,30/06/1973,31/05/1976,S&P 500 Comp-Ltd,I0003,745 PROPERTY INVESTMENTS,2890A
10744,3,30/06/1973,31/05/1976,S&P 500 Comp-Ltd,I0003,TRITON GROUP LTD  -OLD,TGL.1
5775,3,30/06/1973,31/03/1987,S&P 500 Comp-Ltd,I0003,HUGHES TOOL CO,HT.
1194,3,30/06/1973,30/09/1998,S&P 500 Comp-Ltd,I0003,AHMANSON (H F) & CO,AHM.1
2796,3,30/09/1973,31/01/1991,S&P 500 Comp-Ltd,I0003,BROADWAY STORES INC,BWY.1
5125,3,31/12/1973,,S&P 500 Comp-Ltd,I0003,GENUINE PARTS CO,GPC
7534,3,31/12/1973,31/05/1977,S&P 500 Comp-Ltd,I0003,MONROE AUTO EQUIPMENT CO,MAE.1
4204,3,31/12/1973,9/07/1998,S&P 500 Comp-Ltd,I0003,ECHLIN INC,ECH.1
2129,3,31/03/1974,30/11/1980,S&P 500 Comp-Ltd,I0003,BELDEN CORP,BEL.1
13990,3,30/06/1974,31/05/1979,S&P 500 Comp-Ltd,I0003,WARNACO GROUP INC,WRC
10510,3,30/06/1974,30/11/1981,S&P 500 Comp-Ltd,I0003,TEXASGULF INC,TG.2
9002,3,30/06/1974,30/09/1988,S&P 500 Comp-Ltd,I0003,REDMAN INDUSTRIES INC,RDMN
10950,3,30/06/1974,31/03/1991,S&P 500 Comp-Ltd,I0003,U S HOME CORP,UH
9761,3,30/06/1974,30/07/1995,S&P 500 Comp-Ltd,I0003,SKYLINE CORP,SKY.1
4768,3,30/06/1974,30/01/2000,S&P 500 Comp-Ltd,I0003,FLEETWOOD ENTERPRISES INC,FLTWQ
7990,3,30/09/1974,31/05/1976,S&P 500 Comp-Ltd,I0003,NORTHWEST ENERGY,NWP.
5606,3,31/12/1974,,S&P 500 Comp-Ltd,I0003,HP INC,HPQ
11050,3,31/12/1974,30/11/1976,S&P 500 Comp-Ltd,I0003,UTAH INTERNATIONAL INC,UC.1
10540,3,31/12/1974,2/08/2004,S&P 500 Comp-Ltd,I0003,THOMAS & BETTS CORP,TNB
6821,3,31/12/1974,9/11/2006,S&P 500 Comp-Ltd,I0003,LOUISIANA-PACIFIC CORP,LPX
8488,3,31/12/1974,23/11/2008,S&P 500 Comp-Ltd,I0003,APPLIED BIOSYSTEMS INC,ABI.3
11506,3,31/03/1975,,S&P 500 Comp-Ltd,I0003,WILLIAMS COS INC,WMB
2122,3,31/03/1975,30/09/1985,S&P 500 Comp-Ltd,I0003,BEKER INDUSTRIES,BKI910
10608,3,31/03/1975,30/04/1991,S&P 500 Comp-Ltd,I0003,TONKA CORP,TKA.
4719,3,31/03/1975,22/10/1995,S&P 500 Comp-Ltd,I0003,CHEMFIRST INC,CEM.2
6096,3,31/03/1975,17/10/2000,S&P 500 Comp-Ltd,I0003,MALLINCKRODT INC,MKG
2044,3,30/06/1975,2/01/2018,S&P 500 Comp-Ltd,I0003,BARD (C.R.) INC,BCR
1387,3,30/09/1975,30/11/1978,S&P 500 Comp-Ltd,I0003,AMERICAN AIR FILTER INC,AAF.1
4417,3,30/09/1975,28/02/1982,S&P 500 Comp-Ltd,I0003,ENVIROTECH CORP,EVT.1
11459,3,30/09/1975,31/01/1983,S&P 500 Comp-Ltd,I0003,WHEELABRATOR-FRYE,WFI.1
8407,3,30/09/1975,30/09/1985,S&P 500 Comp-Ltd,I0003,PEABODY INTERNATIONAL CORP,PBD.1
2439,3,30/09/1975,1/08/1999,S&P 500 Comp-Ltd,I0003,BROWNING-FERRIS INDS,BFI.
4207,3,31/12/1975,30/04/1986,S&P 500 Comp-Ltd,I0003,ECKERD CORP,ECK.1
13961,3,31/12/1975,30/11/1986,S&P 500 Comp-Ltd,I0003,REVCO D.S. INC,RXR.1
11284,3,31/12/1975,31/07/1989,S&P 500 Comp-Ltd,I0003,WARNER COMMUNICATIONS INC,WCI.1
3955,3,31/12/1975,11/06/1998,S&P 500 Comp-Ltd,I0003,DIGITAL EQUIPMENT,DEC.1
9155,3,31/12/1975,26/07/2000,S&P 500 Comp-Ltd,I0003,RITE AID CORP,RAD
6475,3,31/12/1975,27/06/2006,S&P 500 Comp-Ltd,I0003,KNIGHT-RIDDER INC,KRI
4988,3,31/12/1975,1/06/2017,S&P 500 Comp-Ltd,I0003,TEGNA INC,TGNA
6078,3,31/03/1976,,S&P 500 Comp-Ltd,I0003,INTL FLAVORS & FRAGRANCES,IFF
8621,3,31/03/1976,30/11/1977,S&P 500 Comp-Ltd,I0003,PIZZA HUT INC,PIZ.
3613,3,31/03/1976,31/05/1981,S&P 500 Comp-Ltd,I0003,CROUSE-HINDS CO,CHI.1
2272,3,31/03/1976,31/10/1984,S&P 500 Comp-Ltd,I0003,BLUE BELL INC,BBL.1
6834,3,31/03/1976,31/05/1988,S&P 500 Comp-Ltd,I0003,LUCKY STORES INC,LKS
7672,3,31/03/1976,30/06/1989,S&P 500 Comp-Ltd,I0003,NORTHWEST AIRLINES CORP,NWA
2255,3,31/03/1976,14/03/2010,S&P 500 Comp-Ltd,I0003,BLACK & DECKER CORP,BDK
1447,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,AMERICAN EXPRESS CO,AXP
2547,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,CIGNA CORP,CI
2968,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,JPMORGAN CHASE & CO,JPM
3505,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,MOLSON COORS BREWING CO,TAP
3980,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,DISNEY (WALT) CO,DIS
4093,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,DUKE ENERGY CORP,DUK
4517,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,NEXTERA ENERGY INC,NEE
6742,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,LINCOLN NATIONAL CORP,LNC
7647,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,BANK OF AMERICA CORP,BAC
8007,3,30/06/1976,,S&P 500 Comp-Ltd,I0003,WELLS FARGO & CO,WFC
5966,3,30/06/1976,30/11/1978,S&P 500 Comp-Ltd,I0003,INLAND CONTAINER CORP,IN.4
4508,3,30/06/1976,28/02/1979,S&P 500 Comp-Ltd,I0003,FDS HOLDING CO,FDSH
5654,3,30/06/1976,31/05/1981,S&P 500 Comp-Ltd,I0003,HOBART CORP,HOB
5843,3,30/06/1976,31/05/1982,S&P 500 Comp-Ltd,I0003,INA CORP,INA.1
7174,3,30/06/1976,31/08/1982,S&P 500 Comp-Ltd,I0003,MCLEAN TRUCKING CO,MLN.2
7659,3,30/06/1976,31/10/1982,S&P 500 Comp-Ltd,I0003,NLT CORP,NLT
3463,3,30/06/1976,30/09/1984,S&P 500 Comp-Ltd,I0003,CONTINENTAL BANK CORP,CBK.2
8252,3,30/06/1976,30/04/1985,S&P 500 Comp-Ltd,I0003,PABST BREWING CO,PABT
4732,3,30/06/1976,31/03/1987,S&P 500 Comp-Ltd,I0003,FIRST PENNSYLVANIA CORP,FPA.
6058,3,30/06/1976,31/03/1987,S&P 500 Comp-Ltd,I0003,INTERFIRST CORP,IFC.1
15448,3,30/06/1976,31/05/1988,S&P 500 Comp-Ltd,I0003,DUKE ENERGY INDIANA INC,CIN3
4323,3,30/06/1976,31/03/1989,S&P 500 Comp-Ltd,I0003,EMERY AIR FREIGHT CORP,EAF.1
7003,3,30/06/1976,1/01/1992,S&P 500 Comp-Ltd,I0003,MANUFACTURERS HANOVER CORP,MHC.1
10705,3,30/06/1976,30/11/1993,S&P 500 Comp-Ltd,I0003,TRAVELERS CORP,TIC.1
2558,3,30/06/1976,28/02/1994,S&P 500 Comp-Ltd,I0003,CNA FINANCIAL CORP,CNA
3459,3,30/06/1976,9/05/1995,S&P 500 Comp-Ltd,I0003,CONTINENTAL CORP,CIC.3
4689,3,30/06/1976,30/11/1995,S&P 500 Comp-Ltd,I0003,FIRST CHICAGO CORP,FNB.
2943,3,30/06/1976,31/03/1996,S&P 500 Comp-Ltd,I0003,CHASE MANHATTAN CORP  -OLD,CMB.1
4710,3,30/06/1976,31/03/1996,S&P 500 Comp-Ltd,I0003,FIRST INTERSTATE BNCP,I.1
11649,3,30/06/1976,3/11/1996,S&P 500 Comp-Ltd,I0003,YRC WORLDWIDE INC,YRCW
3416,3,30/06/1976,2/12/1996,S&P 500 Comp-Ltd,I0003,CON-WAY INC,CNW
65351,3,30/06/1976,10/06/1997,S&P 500 Comp-Ltd,I0003,PROVIDIAN CORP,PVN.2
9168,3,30/06/1976,27/01/1998,S&P 500 Comp-Ltd,I0003,CALIBER SYSTEMS INC,CBB.1
10815,3,30/06/1976,26/04/1998,S&P 500 Comp-Ltd,I0003,USF&G CORP,FG.1
2024,3,30/06/1976,30/09/1998,S&P 500 Comp-Ltd,I0003,BANKAMERICA CORP-OLD,BAC.Z.
3066,3,30/06/1976,7/10/1998,S&P 500 Comp-Ltd,I0003,CITICORP,3614B
