gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
30095,3,16/11/1999,25/09/2003,S&P 500 Comp-Ltd,I0003,QUINTILES TRANSNATIONAL CORP,0573B
61676,3,1/12/1999,,S&P 500 Comp-Ltd,I0003,CITRIX SYSTEMS INC,CTXS
7506,3,1/12/1999,9/12/2013,S&P 500 Comp-Ltd,I0003,MOLEX INC,MOLX
8118,3,2/12/1999,1/04/2001,S&P 500 Comp-Ltd,I0003,OLD KENT FINANCIAL CORP,OK.2
62634,3,8/12/1999,18/06/2017,S&P 500 Comp-Ltd,I0003,ALTABA INC,AABA
28338,3,31/12/1999,18/12/2008,S&P 500 Comp-Ltd,I0003,TRANSOCEAN LTD,RIG
7648,3,4/01/2000,30/09/2007,S&P 500 Comp-Ltd,I0003,NCR CORP,NCR
110536,3,6/01/2000,2/10/2000,S&P 500 Comp-Ltd,I0003,YOUNG & RUBICAM INC,YNR.1
12389,3,31/01/2000,,S&P 500 Comp-Ltd,I0003,HARLEY-DAVIDSON INC,HOG
116526,3,31/01/2000,25/06/2002,S&P 500 Comp-Ltd,I0003,CONEXANT SYSTEMS INC,CNXT.1
2226,3,31/01/2000,12/11/2003,S&P 500 Comp-Ltd,I0003,BIOGEN INC-OLD,BGEN
63766,3,16/03/2000,1/04/2007,S&P 500 Comp-Ltd,I0003,SABRE HOLDINGS CORP  -CL A,TSG.2
29356,3,3/04/2000,4/07/2005,S&P 500 Comp-Ltd,I0003,VERITAS SOFTWARE CORP,VRTS.1
12216,3,3/04/2000,12/03/2017,S&P 500 Comp-Ltd,I0003,LINEAR TECHNOLOGY CORP,LLTC
14324,3,18/04/2000,28/12/2015,S&P 500 Comp-Ltd,I0003,ALTERA CORP,ALTR.1
62602,3,5/05/2000,12/05/2002,S&P 500 Comp-Ltd,I0003,SAPIENT CORP,SAPE
63180,3,5/05/2000,31/01/2006,S&P 500 Comp-Ltd,I0003,SIEBEL SYSTEMS INC,SEBL
14256,3,10/05/2000,26/09/2007,S&P 500 Comp-Ltd,I0003,MAXIM INTEGRATED PRODUCTS,MXIM
14565,3,1/06/2000,14/02/2007,S&P 500 Comp-Ltd,I0003,AMERICAN POWER CONVERSION CP,APCC.
126554,3,5/06/2000,,S&P 500 Comp-Ltd,I0003,AGILENT TECHNOLOGIES INC,A
25434,3,8/06/2000,,S&P 500 Comp-Ltd,I0003,STARBUCKS CORP,SBUX
113419,3,13/06/2000,20/12/2009,S&P 500 Comp-Ltd,I0003,CONVERGYS CORP,CVG
24008,3,16/06/2000,31/05/2007,S&P 500 Comp-Ltd,I0003,MEDIMMUNE INC,MEDI
16751,3,19/06/2000,31/08/2004,S&P 500 Comp-Ltd,I0003,CHARTER ONE FINANCIAL INC,CF.6
14623,3,19/06/2000,4/06/2012,S&P 500 Comp-Ltd,I0003,NOVELLUS SYSTEMS INC,NVLS.1
13646,3,21/06/2000,,S&P 500 Comp-Ltd,I0003,TIFFANY & CO,TIF
28139,3,21/06/2000,1/07/2007,S&P 500 Comp-Ltd,I0003,SANMINA CORP,SANM
136648,3,29/06/2000,2/01/2006,S&P 500 Comp-Ltd,I0003,VISTEON CORP,VC
29095,3,29/06/2000,3/01/2006,S&P 500 Comp-Ltd,I0003,MERCURY INTERACTIVE CORP,MERQ
66708,3,3/07/2000,31/01/2016,S&P 500 Comp-Ltd,I0003,BROADCOM CORP,BRCM
137232,3,13/07/2000,22/11/2011,S&P 500 Comp-Ltd,I0003,JANUS CAPITAL GROUP INC,JNS
2549,3,17/07/2000,3/06/2001,S&P 500 Comp-Ltd,I0003,CIT GROUP INC-OLD,CIT.1
29241,3,27/07/2000,22/12/2013,S&P 500 Comp-Ltd,I0003,VIAVI SOLUTIONS INC,VIAV
29241,3,27/07/2000,22/12/2013,S&P 500 Comp-Ltd,I0003,VIAVI SOLUTIONS INC,JDSU
132502,3,28/07/2000,13/08/2002,S&P 500 Comp-Ltd,I0003,PALM INC,PALM
6799,3,21/08/2000,26/08/2007,S&P 500 Comp-Ltd,I0003,KEYSPAN CORP,KSE
14934,3,30/08/2000,,S&P 500 Comp-Ltd,I0003,DEVON ENERGY CORP,DVN
139662,3,2/10/2000,25/10/2007,S&P 500 Comp-Ltd,I0003,AVAYA INC,5933B
139665,3,3/10/2000,,S&P 500 Comp-Ltd,I0003,MOODY'S CORP,MCO
25495,3,3/10/2000,20/12/2009,S&P 500 Comp-Ltd,I0003,DYNEGY INC,DYN
112033,3,3/10/2000,19/12/2010,S&P 500 Comp-Ltd,I0003,KING PHARMACEUTICALS INC,KG
1661,3,18/10/2000,22/03/2015,S&P 500 Comp-Ltd,I0003,NABORS INDUSTRIES LTD,NBR
65554,3,23/10/2000,13/03/2005,S&P 500 Comp-Ltd,I0003,POWER-ONE INC,PWER
7974,3,2/11/2000,,S&P 500 Comp-Ltd,I0003,NISOURCE INC,NI
16478,3,2/11/2000,,S&P 500 Comp-Ltd,I0003,EOG RESOURCES INC,EOG
63099,3,6/11/2000,3/09/2001,S&P 500 Comp-Ltd,I0003,BROADVISION INC,BVSN
5723,3,17/11/2000,22/09/2016,S&P 500 Comp-Ltd,I0003,STARWOOD HOTELS&RESORTS WRLD,HOT
4843,3,22/11/2000,30/06/2014,S&P 500 Comp-Ltd,I0003,FOREST LABORATORIES  -CL A,FRX
3011,3,24/11/2000,19/04/2006,S&P 500 Comp-Ltd,I0003,CHIRON CORP,CHIR.1
63605,3,1/12/2000,1/12/2005,S&P 500 Comp-Ltd,I0003,CALPINE CORP,8356B
2312,3,5/12/2000,,S&P 500 Comp-Ltd,I0003,ROBERT HALF INTL INC,RHI
27928,3,11/12/2000,,S&P 500 Comp-Ltd,I0003,INTUIT INC,INTU
133768,3,11/12/2000,,S&P 500 Comp-Ltd,I0003,METLIFE INC,MET
10232,3,11/12/2000,9/01/2007,S&P 500 Comp-Ltd,I0003,SYMBOL TECHNOLOGIES,SBL.2
24287,3,11/12/2000,10/06/2008,S&P 500 Comp-Ltd,I0003,AMBAC FINANCIAL GROUP INC,AMBC
1279,3,11/12/2000,27/02/2011,S&P 500 Comp-Ltd,I0003,ALLEGHENY ENERGY INC,AYE
10115,3,12/12/2000,,S&P 500 Comp-Ltd,I0003,STRYKER CORP,SYK
24803,3,12/12/2000,20/08/2002,S&P 500 Comp-Ltd,I0003,VITESSE SEMICONDUCTOR CORP,VTSS
6310,3,12/12/2000,30/05/2007,S&P 500 Comp-Ltd,I0003,KINDER MORGAN INC,KMI
29791,3,12/12/2000,17/01/2011,S&P 500 Comp-Ltd,I0003,QLOGIC CORP,QLGC
65904,3,2/01/2001,17/05/2006,S&P 500 Comp-Ltd,I0003,APPLIED MICRO CIRCUITS CORP,AMCC
11925,3,16/01/2001,26/03/2009,S&P 500 Comp-Ltd,I0003,NOBLE CORP PLC,NE
28195,3,30/01/2001,4/11/2014,S&P 500 Comp-Ltd,I0003,JABIL INC,JBL
63669,3,7/02/2001,28/03/2007,S&P 500 Comp-Ltd,I0003,UNIVISION COMMUNICATIONS INC,5952B
135484,3,27/02/2001,19/03/2017,S&P 500 Comp-Ltd,I0003,FRONTIER COMMUNICATIONS CORP,FTR
3062,3,1/03/2001,,S&P 500 Comp-Ltd,I0003,CINTAS CORP,CTAS
12635,3,2/04/2001,,S&P 500 Comp-Ltd,I0003,FISERV INC,FISV
3373,3,2/04/2001,26/02/2004,S&P 500 Comp-Ltd,I0003,CONCORD EFS INC,CE.2
140033,3,3/04/2001,16/07/2003,S&P 500 Comp-Ltd,I0003,GENON ENERGY INC,GEN.3
119417,3,14/05/2001,28/02/2010,S&P 500 Comp-Ltd,I0003,PEPSI BOTTLING GROUP INC,PBG
64156,3,4/06/2001,18/12/2011,S&P 500 Comp-Ltd,I0003,MONSTER WORLDWIDE INC,MWW
11687,3,25/06/2001,,S&P 500 Comp-Ltd,I0003,ZIONS BANCORPORATION NA,ZION
128659,3,28/06/2001,28/04/2004,S&P 500 Comp-Ltd,I0003,HANCOCK JOHN FINL SVCS INC,JHF
144066,3,2/07/2001,2/12/2018,S&P 500 Comp-Ltd,I0003,ROCKWELL COLLINS,COL
134845,3,9/07/2001,26/10/2004,S&P 500 Comp-Ltd,I0003,AT&T WIRELESS SERVICES INC,AWE.2
23943,3,3/08/2001,1/07/2007,S&P 500 Comp-Ltd,I0003,PMC-SIERRA INC,PMCS
4560,3,6/08/2001,8/07/2015,S&P 500 Comp-Ltd,I0003,FAMILY DOLLAR STORES,FDO
144559,3,7/08/2001,,S&P 500 Comp-Ltd,I0003,ZIMMER BIOMET HOLDINGS INC,ZBH
144559,3,7/08/2001,,S&P 500 Comp-Ltd,I0003,ZIMMER HOLDINGS INC.,ZMH
31673,3,30/08/2001,,S&P 500 Comp-Ltd,I0003,AMERISOURCEBERGEN CORP,ABC
64356,3,30/08/2001,20/12/2009,S&P 500 Comp-Ltd,I0003,CIENA CORP,CIEN
6097,3,4/09/2001,22/06/2014,S&P 500 Comp-Ltd,I0003,INTL GAME TECHNOLOGY,IGT.1
24318,3,4/09/2001,16/09/2018,S&P 500 Comp-Ltd,I0003,XL GROUP LTD,XL
5885,3,21/09/2001,16/07/2002,S&P 500 Comp-Ltd,I0003,IMMUNEX CORP,IMNX
65048,3,10/10/2001,11/02/2007,S&P 500 Comp-Ltd,I0003,EQUITY OFFICE PROPERTIES TR,EOP
10277,3,10/10/2001,30/06/2016,S&P 500 Comp-Ltd,I0003,TECO ENERGY INC,TE
12338,3,7/11/2001,1/03/2007,S&P 500 Comp-Ltd,I0003,HEALTH MANAGEMENT ASSOC,HMA
117768,3,30/11/2001,,S&P 500 Comp-Ltd,I0003,NVIDIA CORP,NVDA
28733,3,3/12/2001,,S&P 500 Comp-Ltd,I0003,EQUITY RESIDENTIAL,EQR
12233,3,14/12/2001,3/04/2011,S&P 500 Comp-Ltd,I0003,GENZYME CORP,GENZ
24032,3,17/12/2001,3/03/2009,S&P 500 Comp-Ltd,I0003,JONES GROUP INC,JNY
61574,3,2/01/2002,,S&P 500 Comp-Ltd,I0003,WATERS CORP,WAT
15709,3,17/01/2002,21/02/2016,S&P 500 Comp-Ltd,I0003,PLUM CREEK TIMBER CO INC,PCL
28034,3,30/01/2002,17/07/2008,S&P 500 Comp-Ltd,I0003,CHUBB LTD,CB
11135,3,1/02/2002,23/02/2003,S&P 500 Comp-Ltd,I0003,RATIONAL SOFTWARE CORP,RATL
7067,3,11/02/2002,5/07/2011,S&P 500 Comp-Ltd,I0003,MARSHALL & ILSLEY CORP,MI.1
4737,3,6/05/2002,23/06/2013,S&P 500 Comp-Ltd,I0003,FIRST HORIZON NATIONAL CORP,FHN
1567,3,13/05/2002,5/06/2008,S&P 500 Comp-Ltd,I0003,TRANE INC,TT.2
22794,3,15/05/2002,29/04/2010,S&P 500 Comp-Ltd,I0003,BJ SERVICES CO,BJS.1
31122,3,15/05/2002,30/06/2013,S&P 500 Comp-Ltd,I0003,APOLLO EDUCATION GROUP INC,APOL
29389,3,26/06/2002,,S&P 500 Comp-Ltd,I0003,SIMON PROPERTY GROUP INC,SPG
15202,3,17/07/2002,30/11/2006,S&P 500 Comp-Ltd,I0003,NORTH FORK BANCORPORATION,NFB
10920,3,22/07/2002,,S&P 500 Comp-Ltd,I0003,UNITED PARCEL SERVICE INC,UPS
16721,3,22/07/2002,,S&P 500 Comp-Ltd,I0003,ELECTRONIC ARTS INC,EA
114524,3,22/07/2002,,S&P 500 Comp-Ltd,I0003,EBAY INC,EBAY
114628,3,22/07/2002,,S&P 500 Comp-Ltd,I0003,GOLDMAN SACHS GROUP INC,GS
143356,3,22/07/2002,,S&P 500 Comp-Ltd,I0003,PRUDENTIAL FINANCIAL INC,PRU
145701,3,22/07/2002,,S&P 500 Comp-Ltd,I0003,PRINCIPAL FINANCIAL GRP INC,PFG
12144,3,22/07/2002,11/08/2005,S&P 500 Comp-Ltd,I0003,SUNGARD DATA SYSTEMS INC,0139A
145046,3,25/07/2002,,S&P 500 Comp-Ltd,I0003,ANTHEM INC,ANTM
145046,3,9/06/1999,,S&P 500 Comp-Ltd,I0003,WELLPOINT HEALTH NETWRKS INC,WLP
140760,3,14/08/2002,6/06/2018,S&P 500 Comp-Ltd,I0003,MONSANTO CO,MON
62689,3,21/08/2002,,S&P 500 Comp-Ltd,I0003,TRAVELERS COS INC,TRV
120877,3,4/09/2002,25/07/2017,S&P 500 Comp-Ltd,I0003,REYNOLDS AMERICAN INC,RAI
3226,3,19/11/2002,,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
64166,3,12/12/2002,,S&P 500 Comp-Ltd,I0003,QUEST DIAGNOSTICS INC,DGX
9063,3,24/02/2003,7/08/2017,S&P 500 Comp-Ltd,I0003,AUTONATION INC,AN
30490,3,14/03/2003,,S&P 500 Comp-Ltd,I0003,APARTMENT INVST & MGMT CO,AIV
7146,3,21/03/2003,,S&P 500 Comp-Ltd,I0003,MCCORMICK & CO INC,MKC
15855,3,31/03/2003,,S&P 500 Comp-Ltd,I0003,SYMANTEC CORP,SYMC
66731,3,16/04/2003,1/01/2013,S&P 500 Comp-Ltd,I0003,FEDERATED INVESTORS INC,FII
29984,3,17/07/2003,,S&P 500 Comp-Ltd,I0003,PROLOGIS INC,PLD
7186,3,20/08/2003,3/04/2012,S&P 500 Comp-Ltd,I0003,MEDCO HEALTH SOLUTIONS INC,MHS
25356,3,26/09/2003,23/12/2018,S&P 500 Comp-Ltd,I0003,EXPRESS SCRIPTS HOLDING CO,ESRX
24468,3,13/11/2003,,S&P 500 Comp-Ltd,I0003,BIOGEN INC,BIIB
4699,3,27/02/2004,,S&P 500 Comp-Ltd,I0003,M & T BANK CORP,MTB
31549,3,25/03/2004,22/03/2007,S&P 500 Comp-Ltd,I0003,CAREMARK RX INC,CMX.1
63501,3,1/04/2004,,S&P 500 Comp-Ltd,I0003,E TRADE FINANCIAL CORP,ETFC
30697,3,2/04/2004,7/02/2010,S&P 500 Comp-Ltd,I0003,AFFILIATED COMPUTER SERVICES,ACS
7637,3,23/04/2004,,S&P 500 Comp-Ltd,I0003,MYLAN NV,MYL
15247,3,29/04/2004,,S&P 500 Comp-Ltd,I0003,VALERO ENERGY CORP,VLO
160255,3,3/05/2004,2/09/2015,S&P 500 Comp-Ltd,I0003,HOSPIRA INC,HSP
24856,3,1/07/2004,,S&P 500 Comp-Ltd,I0003,GILEAD SCIENCES INC,GILD
17130,3,1/07/2004,29/01/2009,S&P 500 Comp-Ltd,I0003,SANTANDER HOLDINGS USA INC,STD2
13204,3,3/08/2004,9/11/2006,S&P 500 Comp-Ltd,I0003,FISHER SCIENTIFIC INTL INC,FSH.2
140541,3,1/09/2004,,S&P 500 Comp-Ltd,I0003,TAPESTRY INC,TPR
149738,3,27/10/2004,26/07/2009,S&P 500 Comp-Ltd,I0003,CIT GROUP INC,CIT
14960,3,1/11/2004,,S&P 500 Comp-Ltd,I0003,LABORATORY CP OF AMER HLDGS,LH
110685,3,1/12/2004,30/06/2019,S&P 500 Comp-Ltd,I0003,L3 TECHNOLOGIES INC,LLL
157858,3,3/12/2004,3/12/2006,S&P 500 Comp-Ltd,I0003,FREESCALE SEMICONDUCTOR INC,BX1
2849,3,20/12/2004,6/09/2007,S&P 500 Comp-Ltd,I0003,BBVA COMPASS BANCSHARES INC,BBVA1
8787,3,20/12/2004,7/10/2007,S&P 500 Comp-Ltd,I0003,ARCHSTONE INC-REDH,ASN
12886,3,20/12/2004,19/03/2019,S&P 500 Comp-Ltd,I0003,TWENTY-FIRST CENTURY FOX INC,TFCFA
28256,3,29/12/2004,27/06/2010,S&P 500 Comp-Ltd,I0003,XTO ENERGY INC,XTO
63892,3,14/03/2005,,S&P 500 Comp-Ltd,I0003,NATIONAL OILWELL VARCO INC,NOV
6307,3,28/03/2005,4/09/2012,S&P 500 Comp-Ltd,I0003,SEARS HOLDINGS CORP,SHLDQ
2710,3,5/07/2005,,S&P 500 Comp-Ltd,I0003,CONSTELLATION BRANDS,STZ
25340,3,5/07/2005,,S&P 500 Comp-Ltd,I0003,D R HORTON INC,DHI
4367,3,22/07/2005,25/02/2009,S&P 500 Comp-Ltd,I0003,WEATHERFORD INTL PLC,WFTIF
10793,3,11/08/2005,,S&P 500 Comp-Ltd,I0003,TYSON FOODS INC  -CL A,TSN
11220,3,12/08/2005,,S&P 500 Comp-Ltd,I0003,VORNADO REALTY TRUST,VNO
7620,3,15/08/2005,25/07/2017,S&P 500 Comp-Ltd,I0003,MURPHY OIL CORP,MUR
10096,3,19/08/2005,,S&P 500 Comp-Ltd,I0003,PUBLIC STORAGE,PSA
23877,3,30/08/2005,8/05/2013,S&P 500 Comp-Ltd,I0003,COVENTRY HEALTH CARE INC,CVH
164708,3,3/10/2005,,S&P 500 Comp-Ltd,I0003,AMERIPRISE FINANCIAL INC,AMP
6669,3,4/10/2005,,S&P 500 Comp-Ltd,I0003,LENNAR CORP,LEN
25880,3,11/10/2005,18/03/2018,S&P 500 Comp-Ltd,I0003,PATTERSON COS INC,PDCO
64768,3,21/11/2005,,S&P 500 Comp-Ltd,I0003,AMAZON.COM INC,AMZN
158354,3,2/12/2005,17/11/2015,S&P 500 Comp-Ltd,I0003,GENWORTH FINANCIAL INC,GNW
14535,3,20/12/2005,30/06/2008,S&P 500 Comp-Ltd,I0003,EW SCRIPPS  -CL A,SSP
165675,3,3/01/2006,,S&P 500 Comp-Ltd,I0003,VIACOM INC,VIAB
24893,3,3/01/2006,28/08/2017,S&P 500 Comp-Ltd,I0003,WHOLE FOODS MARKET INC,WFM
61567,3,5/01/2006,,S&P 500 Comp-Ltd,I0003,LAUDER (ESTEE) COS INC -CL A,EL
66368,3,1/02/2006,,S&P 500 Comp-Ltd,I0003,VERISIGN INC,VRSN
12788,3,1/02/2006,15/03/2017,S&P 500 Comp-Ltd,I0003,HARMAN INTERNATIONAL INDS,HAR
13365,3,27/02/2006,22/12/2008,S&P 500 Comp-Ltd,I0003,BARR PHARMACEUTICALS INC,BRL
27786,3,3/03/2006,18/03/2018,S&P 500 Comp-Ltd,I0003,CHESAPEAKE ENERGY CORP,CHK
24731,3,3/04/2006,,S&P 500 Comp-Ltd,I0003,KIMCO REALTY CORP,KIM
64925,3,3/04/2006,,S&P 500 Comp-Ltd,I0003,BOSTON PROPERTIES INC,BXP
160329,3,3/04/2006,,S&P 500 Comp-Ltd,I0003,ALPHABET INC,GOOGL
160329,3,3/04/2006,,S&P 500 Comp-Ltd,I0003,ALPHABET INC,GOOG
62655,3,3/04/2006,23/05/2013,S&P 500 Comp-Ltd,I0003,DEAN FOODS CO,DF
61513,3,20/04/2006,12/05/2016,S&P 500 Comp-Ltd,I0003,SANDISK CORP,SNDK
6653,3,24/04/2006,1/12/2016,S&P 500 Comp-Ltd,I0003,LEGG MASON INC,LM
174130,3,18/05/2006,30/06/2009,S&P 500 Comp-Ltd,I0003,EMBARQ CORP,EQ.2
121718,3,2/06/2006,,S&P 500 Comp-Ltd,I0003,JUNIPER NETWORKS INC,JNPR
16784,3,6/06/2006,30/03/2008,S&P 500 Comp-Ltd,I0003,COMMERCE BANCORP INC/NJ,CBH.1
120093,3,28/06/2006,3/03/2016,S&P 500 Comp-Ltd,I0003,CNX RESOURCES CORPORATION,CNX
174490,3,18/07/2006,6/04/2015,S&P 500 Comp-Ltd,I0003,WINDSTREAM HOLDINGS INC,WINMQ
174022,3,1/08/2006,9/04/2007,S&P 500 Comp-Ltd,I0003,REALOGY HOLDINGS CORP,RLGY
174729,3,1/08/2006,30/05/2018,S&P 500 Comp-Ltd,I0003,WYNDHAM DESTINATIONS INC,WYND
149070,3,11/08/2006,,S&P 500 Comp-Ltd,I0003,CME GROUP INC,CME
175263,3,2/10/2006,,S&P 500 Comp-Ltd,I0003,WESTERN UNION CO,WU
9772,3,2/10/2006,26/08/2010,S&P 500 Comp-Ltd,I0003,SMITH INTERNATIONAL INC,SII
13599,3,6/11/2006,,S&P 500 Comp-Ltd,I0003,CELGENE CORP,CELG
165993,3,10/11/2006,,S&P 500 Comp-Ltd,I0003,FIDELITY NATIONAL INFO SVCS,FIS
260774,3,10/11/2006,,S&P 500 Comp-Ltd,I0003,CBRE GROUP INC,CBRE
111864,3,17/11/2006,,S&P 500 Comp-Ltd,I0003,COGNIZANT TECH SOLUTIONS,CTSH
142460,3,20/11/2006,21/09/2014,S&P 500 Comp-Ltd,I0003,PEABODY ENERGY CORP,BTU
26061,3,1/12/2006,20/08/2008,S&P 500 Comp-Ltd,I0003,IAC/INTERACTIVECORP,IAC
8873,3,1/12/2006,30/06/2010,S&P 500 Comp-Ltd,I0003,QUESTAR CORP,STR
12206,3,4/12/2006,28/07/2015,S&P 500 Comp-Ltd,I0003,DIRECTV,DTV.2
7991,3,20/12/2006,5/11/2008,S&P 500 Comp-Ltd,I0003,TEREX CORP,TEX
176282,3,3/01/2007,27/02/2017,S&P 500 Comp-Ltd,I0003,SPECTRA ENERGY CORP,SE.7
2270,3,4/01/2007,22/12/2009,S&P 500 Comp-Ltd,I0003,VALARIS PLC,VAL
29875,3,10/01/2007,,S&P 500 Comp-Ltd,I0003,AVALONBAY COMMUNITIES INC,AVB
64891,3,2/02/2007,,S&P 500 Comp-Ltd,I0003,RALPH LAUREN CORP,RL
11115,3,12/02/2007,,S&P 500 Comp-Ltd,I0003,VARIAN MEDICAL SYSTEMS INC,VAR
122015,3,15/02/2007,2/11/2015,S&P 500 Comp-Ltd,I0003,HUDSON CITY BANCORP INC,HCBK
11555,3,22/02/2007,30/06/2015,S&P 500 Comp-Ltd,I0003,INTEGRYS HOLDING INC,WEC3
65609,3,2/03/2007,,S&P 500 Comp-Ltd,I0003,C H ROBINSON WORLDWIDE INC,CHRW
7063,3,20/03/2007,,S&P 500 Comp-Ltd,I0003,HOST HOTELS & RESORTS INC,HST
27780,3,23/03/2007,29/03/2009,S&P 500 Comp-Ltd,I0003,SITE CENTERS CORP,SITC
27780,3,23/03/2007,29/03/2009,S&P 500 Comp-Ltd,I0003,DEVELOPERS DIVERSIFIED REALTY,DDR
63643,3,29/03/2007,22/12/2013,S&P 500 Comp-Ltd,I0003,ABERCROMBIE & FITCH  -CL A,ANF
142953,3,2/04/2007,,S&P 500 Comp-Ltd,I0003,MONDELEZ INTERNATIONAL INC,MDLZ
157057,3,10/04/2007,,S&P 500 Comp-Ltd,I0003,ASSURANT INC,AIZ
60992,3,31/05/2007,18/12/2011,S&P 500 Comp-Ltd,I0003,SUNEDISON INC,SUNEQ
8717,3,1/06/2007,31/01/2016,S&P 500 Comp-Ltd,I0003,PRECISION CASTPARTS CORP,PCP
177376,3,2/07/2007,,S&P 500 Comp-Ltd,I0003,DISCOVER FINANCIAL SVCS,DFS
28119,3,2/07/2007,12/11/2008,S&P 500 Comp-Ltd,I0003,GGP INC,GGP
177264,3,2/07/2007,4/06/2009,S&P 500 Comp-Ltd,I0003,COVIDIEN PLC,COV
177267,3,2/07/2007,25/06/2009,S&P 500 Comp-Ltd,I0003,TE CONNECTIVITY LTD,TEL
65345,3,9/07/2007,3/03/2009,S&P 500 Comp-Ltd,I0003,AMERICAN CAPITAL LTD,ACAS
125595,3,12/07/2007,,S&P 500 Comp-Ltd,I0003,AKAMAI TECHNOLOGIES INC,AKAM
6682,3,27/08/2007,,S&P 500 Comp-Ltd,I0003,JEFFERIES FINANCIAL GRP INC,JEF
27965,3,7/09/2007,,S&P 500 Comp-Ltd,I0003,MICROCHIP TECHNOLOGY INC,MCHP
163610,3,26/09/2007,,S&P 500 Comp-Ltd,I0003,INTERCONTINENTAL EXCHANGE,ICE
10466,3,27/09/2007,30/09/2018,S&P 500 Comp-Ltd,I0003,ANDEAVOR,ANDV
178310,3,1/10/2007,18/06/2017,S&P 500 Comp-Ltd,I0003,TERADATA CORP,TDC
126296,3,2/10/2007,,S&P 500 Comp-Ltd,I0003,EXPEDIA GROUP INC,EXPE
7912,3,8/10/2007,,S&P 500 Comp-Ltd,I0003,NOBLE ENERGY INC,NBL
4494,3,10/10/2007,,S&P 500 Comp-Ltd,I0003,EXPEDITORS INTL WASH INC,EXPD
166451,3,25/10/2007,12/11/2013,S&P 500 Comp-Ltd,I0003,NYSE EURONEXT,NYX
6216,3,26/10/2007,,S&P 500 Comp-Ltd,I0003,JACOBS ENGINEERING GROUP INC,JEC
62984,3,29/10/2007,23/12/2012,S&P 500 Comp-Ltd,I0003,TITANIUM METALS CORP,TIE
8694,3,9/11/2007,29/03/2016,S&P 500 Comp-Ltd,I0003,PEPCO HOLDINGS INC,POM
6994,3,16/11/2007,31/08/2009,S&P 500 Comp-Ltd,I0003,MANITOWOC CO,MTW
105365,3,19/11/2007,,S&P 500 Comp-Ltd,I0003,AMERICAN TOWER CORP,AMT
145049,3,14/12/2007,24/04/2016,S&P 500 Comp-Ltd,I0003,GAMESTOP CORP,GME
6788,3,21/12/2007,17/06/2018,S&P 500 Comp-Ltd,I0003,RANGE RESOURCES CORP,RRC
11300,3,31/12/2007,21/09/2014,S&P 500 Comp-Ltd,I0003,GRAHAM HOLDINGS CO,GHC
11300,3,31/12/2007,21/09/2014,S&P 500 Comp-Ltd,I0003,GRAHAM HOLDINGS CO,WPO
10631,3,2/01/2008,,S&P 500 Comp-Ltd,I0003,TOTAL SYSTEM SERVICES INC,TSS
60894,3,29/01/2008,3/04/2016,S&P 500 Comp-Ltd,I0003,CAMERON INTERNATIONAL CORP,CAM
13125,3,31/03/2008,,S&P 500 Comp-Ltd,I0003,HCP INC,HCP
179621,3,31/03/2008,,S&P 500 Comp-Ltd,I0003,PHILIP MORRIS INTERNATIONAL,PM
136725,3,2/06/2008,,S&P 500 Comp-Ltd,I0003,INTUITIVE SURGICAL INC,ISRG
9904,3,6/06/2008,3/04/2017,S&P 500 Comp-Ltd,I0003,SOUTHWESTERN ENERGY CO,SWN
147175,3,11/06/2008,11/06/2015,S&P 500 Comp-Ltd,I0003,LORILLARD INC,LO
20548,3,23/06/2008,,S&P 500 Comp-Ltd,I0003,CABOT OIL & GAS CORP,COG
141400,3,23/06/2008,1/06/2011,S&P 500 Comp-Ltd,I0003,MASSEY ENERGY CO,MEE
29968,3,1/07/2008,18/12/2011,S&P 500 Comp-Ltd,I0003,AK STEEL HOLDING CORP,AKS
180167,3,1/07/2008,6/03/2018,S&P 500 Comp-Ltd,I0003,SCRIPPS NETWORKS INTERACTIVE,SNI
160225,3,18/07/2008,,S&P 500 Comp-Ltd,I0003,MASTERCARD INC,MA
61483,3,31/07/2008,,S&P 500 Comp-Ltd,I0003,DAVITA INC,DVA
29804,3,21/08/2008,,S&P 500 Comp-Ltd,I0003,INVESCO LTD,IVZ
163946,3,27/08/2008,,S&P 500 Comp-Ltd,I0003,CF INDUSTRIES HOLDINGS INC,CF
14225,3,15/09/2008,,S&P 500 Comp-Ltd,I0003,FASTENAL CO,FAST
157855,3,15/09/2008,,S&P 500 Comp-Ltd,I0003,SALESFORCE.COM INC,CRM
5492,3,22/09/2008,30/06/2019,S&P 500 Comp-Ltd,I0003,L3HARRIS TECHNOLOGIES INC,LHX
14359,3,24/09/2008,,S&P 500 Comp-Ltd,I0003,PIONEER NATURAL RESOURCES CO,PXD
14282,3,30/09/2008,,S&P 500 Comp-Ltd,I0003,AMPHENOL CORP,APH
4108,3,2/10/2008,,S&P 500 Comp-Ltd,I0003,FLOWSERVE CORP,FLS
179700,3,7/10/2008,1/07/2018,S&P 500 Comp-Ltd,I0003,DR PEPPER SNAPPLE GROUP INC,DPS
149337,3,22/10/2008,,S&P 500 Comp-Ltd,I0003,NASDAQ INC,NDAQ
11550,3,31/10/2008,,S&P 500 Comp-Ltd,I0003,WEC ENERGY GROUP INC,WEC
9777,3,6/11/2008,,S&P 500 Comp-Ltd,I0003,SMUCKER (JM) CO,SJM
