gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,act,at,ebit,ebitda,epspi,epspx,lt,ni,niadj,nits,opiti,pstk,pstkl,pstkrv,spce,spceeps,txditc,upstk,exchg,costat,ein,fyrc,idbflag,incorp,loc,sic,spcindcd,spcseccd
146017,31/08/2013,2013,INDL,C,D,STD,AYI,00508Y102,ACUITY BRANDS INC,USD,8,913.5,1903.8,246.9,287.7,2.97,2.97,910.3,127.4,125.4,,,0,0,0,,,53.9,,11,A,58-2632672,8,D,DE,USA,3640,220,925
146017,31/08/2014,2014,INDL,C,D,STD,AYI,00508Y102,ACUITY BRANDS INC,USD,8,1186.7,2168.1,293.1,336.5,4.07,4.07,1004.6,175.8,174.2,,,0,0,0,,,58.4,,11,A,58-2632672,8,D,DE,USA,3640,220,925
146017,31/08/2015,2015,INDL,C,D,STD,AYI,00508Y102,ACUITY BRANDS INC,USD,8,1436.5,2429.6,391.9,437.7,5.13,5.13,1069.6,222.1,221.1,,,0,0,0,,,54.3,,11,A,58-2632672,8,D,DE,USA,3640,220,925
146017,31/08/2016,2016,INDL,C,D,STD,AYI,00508Y102,ACUITY BRANDS INC,USD,8,1322.9,2948,506.1,568.7,6.67,6.67,1288.2,290.8,290.4,,,0,0,0,,,74.6,,11,A,58-2632672,8,D,DE,USA,3640,220,925
146017,31/08/2017,2017,INDL,C,D,STD,AYI,00508Y102,ACUITY BRANDS INC,USD,8,1245.6,2899.6,531.7,606.3,7.46,7.46,1234,321.7,321.7,,,0,0,0,,,108.2,,11,A,58-2632672,8,D,DE,USA,3640,220,925
146017,31/08/2018,2018,INDL,C,D,STD,AYI,00508Y102,ACUITY BRANDS INC,USD,8,1211.1,2988.8,467.1,547.4,8.54,8.54,1272,349.6,349.6,,,0,0,0,,,92.5,,11,A,58-2632672,8,D,DE,USA,3640,220,925
146017,31/08/2019,2019,INDL,C,D,STD,AYI,00508Y102,ACUITY BRANDS INC,USD,8,1441.8,3172.4,467.2,555.5,8.32,8.32,1253.5,330.4,330.4,,,0,,,,,,,11,A,58-2632672,8,D,DE,USA,3640,220,925
147175,31/12/2013,2013,INDL,C,D,STD,LO,544147101,LORILLARD INC,USD,12,2736,3536,2058,2108,3.15,3.15,5600,1180,1177,,,0,0,0,1173.75,3.14,0,,11,I,13-1911176,12,B,DE,USA,2111,470,978
147175,31/12/2014,2014,INDL,C,D,STD,LO,544147101,LORILLARD INC,USD,12,2634,3508,2126,2198,3.29,3.29,5690,1187,1183,,,0,0,0,1163.5,3.24,0,,11,I,13-1911176,12,B,DE,USA,2111,470,978
147175,31/12/2014,2015,INDL,C,D,STD,LO,544147101,LORILLARD INC,USD,12,2634,3508,2126,2198,3.29,3.29,5690,1187,1183,,,0,0,0,1163.5,3.24,0,,11,I,13-1911176,12,B,DE,USA,2111,470,978
147579,31/12/2013,2013,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,3058.763,5412.563,228.347,276.721,1.93,1.93,4079.002,112.403,112.403,,,0,0,0,,,0,,14,A,77-0467272,12,B,DE,USA,7841,245,978
147579,31/12/2014,2014,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,3940.469,7056.651,402.648,456.676,4.44,4.44,5198.943,266.799,266.799,,,0,0,0,,,0,,14,A,77-0467272,12,B,DE,USA,7841,245,978
147579,31/12/2015,2015,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,5431.84,10202.871,305.826,368.109,0.29,0.29,7979.445,122.641,122.641,,,0,0,0,,,0,,14,A,77-0467272,12,B,DE,USA,7841,245,978
147579,31/12/2016,2016,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,5720.291,13586.61,379.793,437.321,0.44,0.44,10906.81,186.678,186.678,,,0,0,0,,,0,,14,A,77-0467272,12,B,DE,USA,7841,245,978
147579,31/12/2017,2017,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,7669.974,19012.742,838.679,910.59,1.29,1.29,15430.786,558.929,558.929,,,0,0,0,,,0,,14,A,77-0467272,12,B,DE,USA,7841,245,978
147579,31/12/2018,2018,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,9694.135,25974.4,1605.226,1688.383,2.78,2.78,20735.635,1211.242,1211.242,,,0,0,0,,,0,,14,A,77-0467272,12,B,DE,USA,7841,245,978
148349,30/09/2013,2013,INDL,C,D,STD,TDG,893641100,TRANSDIGM GROUP INC,USD,9,1320.495,6148.879,777.879,851.394,2.39,2.39,6485.26,302.789,131.546,,,0,0,0,,,384.301,,11,A,41-2101738,9,D,DE,USA,3728,110,925
148349,30/09/2014,2014,INDL,C,D,STD,TDG,893641100,TRANSDIGM GROUP INC,USD,9,1689.576,6756.848,949.165,1045.55,3.16,3.16,8312.947,306.91,180.284,,,0,0,0,,,402.247,,11,A,41-2101738,9,D,DE,USA,3728,110,925
148349,30/09/2015,2015,INDL,C,D,STD,TDG,893641100,TRANSDIGM GROUP INC,USD,9,1831.962,8427.05,1110.164,1200.322,7.84,7.84,9465.356,447.212,443.847,,,0,0,0,,,450.372,,11,A,41-2101738,9,D,DE,USA,3728,110,925
148349,30/09/2016,2016,INDL,C,D,STD,TDG,893641100,TRANSDIGM GROUP INC,USD,9,2930.697,10726.277,1325.459,1446.359,10.39,10.39,11377.767,586.414,583.414,,,0,0,0,,,492.255,,11,A,41-2101738,9,D,DE,USA,3728,110,925
148349,30/09/2017,2017,INDL,C,D,STD,TDG,893641100,TRANSDIGM GROUP INC,USD,9,2133.552,9975.661,1511.017,1651.18,7.88,8.45,12926.865,596.887,437.63,,,0,0,0,,,500.949,,11,A,41-2101738,9,D,DE,USA,3728,110,925
148349,30/09/2018,2018,INDL,C,D,STD,TDG,893641100,TRANSDIGM GROUP INC,USD,9,3657.287,12197.467,1683.411,1812.262,16.2,16.28,14005.938,957.062,900.914,,,0,0,0,,,399.496,,11,A,41-2101738,9,D,DE,USA,3728,110,925
149070,31/12/2013,2013,FS,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,24405.6,54277.8,,,,,33117.3,,,,,0,,,,,,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2013,2013,INDL,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,24405.6,54277.8,1665,1903.1,2.94,2.94,33117.3,976.8,976.8,,,0,0,0,,,7249.7,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2014,2014,FS,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,42545.3,72241.5,,,,,51318,,,,,0,,,,,,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2014,2014,INDL,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,42545.3,72241.5,1793.1,2026.3,3.37,3.37,51318,1127.1,1127.1,,,0,0,0,,,7302.7,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2015,2015,FS,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,37904.5,67371.5,,,,,46819.7,,,,,0,,,,,,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2015,2015,INDL,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,37904.5,67371.5,2006.4,2235,3.71,3.71,46819.7,1247,1247,,,0,0,0,,,7358.3,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2016,2016,FS,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,40031.5,69369.4,,,,,49028.7,,,,,0,,,,,,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2016,2016,INDL,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,40031.5,69369.4,2249.4,2474.7,4.55,4.55,49028.7,1534.1,1534.1,,,0,0,0,,,7291,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2017,2017,FS,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,46906.5,75791.2,,,,,53379.4,,,,,0,,,,,,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2017,2017,INDL,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,46906.5,75791.2,2312,2520.5,12,12,53379.4,4063.4,4063.4,,,0,0,0,,,4857.7,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2018,2018,FS,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,41886.7,77475.7,,,,,51510.4,,,,,0,,,,,,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149070,31/12/2018,2018,INDL,C,D,STD,CME,12572Q105,CME GROUP INC,USD,12,41886.7,77475.7,2607.6,2856.3,5.73,5.73,51510.4,1962.2,1962.2,,,0,0,0,,,5665.9,,14,A,36-4459170,12,B,DE,USA,6200,822,800
149318,31/12/2013,2013,INDL,C,D,STD,WYNN,983134107,WYNN RESORTS LTD,USD,12,2968.814,8377.03,1290.091,1660.737,7.25,7.25,8244.679,728.652,728.652,,,0,0,0,,,14.343,,14,A,46-0484987,12,D,NV,USA,7990,262,976
149318,31/12/2014,2014,INDL,C,D,STD,WYNN,983134107,WYNN RESORTS LTD,USD,12,2782.331,9062.861,1266.278,1580.397,7.25,7.25,8851.77,731.554,731.554,,,0,0,0,,,25.225,,14,A,46-0484987,12,D,NV,USA,7990,262,976
149318,31/12/2015,2015,INDL,C,D,STD,WYNN,983134107,WYNN RESORTS LTD,USD,12,2505.778,10522.259,658.814,981.443,1.93,1.93,10500.414,195.29,195.29,,,0,0,0,,,36.357,,14,A,46-0484987,12,D,NV,USA,7990,262,976
149318,31/12/2016,2016,INDL,C,D,STD,WYNN,983134107,WYNN RESORTS LTD,USD,12,2990.367,11953.557,521.662,926.392,2.39,2.39,11695.676,241.975,241.975,,,0,0,0,,,66.561,,14,A,46-0484987,12,D,NV,USA,7990,262,976
149318,31/12/2017,2017,INDL,C,D,STD,WYNN,983134107,WYNN RESORTS LTD,USD,12,3423.784,12681.739,1055.565,1607.933,7.32,7.32,11603.389,747.181,747.181,,,0,0,0,,,0,,14,A,46-0484987,12,D,NV,USA,7990,262,976
149318,31/12/2018,2018,INDL,C,D,STD,WYNN,983134107,WYNN RESORTS LTD,USD,12,2641.376,13216.269,1203.073,1753.669,5.37,5.37,11401.48,572.43,572.43,,,0,0,0,,,0,,14,A,46-0484987,12,D,NV,USA,7990,262,976
149337,31/12/2013,2013,FS,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,3163,12577,,,,,6393,,,,,0,,,,,,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2013,2013,INDL,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,3163,12577,776,898,2.3,2.3,6393,385,385,,,0,0,0,,,708,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2014,2014,FS,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,3400,12087,,,,,6293,,,,,0,,,,,,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2014,2014,INDL,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,3400,12087,848,985,2.45,2.45,6293,414,414,,,0,0,0,,,626,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2015,2015,FS,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,3284,11861,,,,,6252,,,,,0,,,,,,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2015,2015,INDL,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,3284,11861,902,1040,2.56,2.56,6252,428,428,,,0,0,0,,,602,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2016,2016,FS,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,4560,14150,,,,,8720,,,,,0,,,,,,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2016,2016,INDL,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,4560,14150,974,1144,0.65,0.65,8720,108,108,,,0,0,0,,,720,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2017,2017,FS,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,5529,15786,,,,,9899,,,,,0,,,,,,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2017,2017,INDL,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,5529,15786,1053,1241,4.41,4.41,9899,734,734,,,0,0,0,,,602,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2018,2018,FS,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,6370,15700,,,,,10251,,,,,0,,,,,,,14,A,52-1165937,12,D,DE,USA,6200,,
149337,31/12/2018,2018,INDL,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,12,6370,15700,1083,1293,2.77,2.77,10251,458,458,,,0,0,0,,,501,,14,A,52-1165937,12,D,DE,USA,6200,,
150699,31/12/2013,2013,INDL,C,D,STD,XEC,171798101,CIMAREX ENERGY CO,USD,12,469.139,7253.135,771.513,1395.376,6.48,6.48,3230.927,564.689,553.598,,,0,0,0,,,1459.841,,11,A,45-0466694,12,D,DE,USA,1311,380,935
150699,31/12/2014,2014,INDL,C,D,STD,XEC,171798101,CIMAREX ENERGY CO,USD,12,931.804,8725.293,810.288,1626.391,5.79,5.79,4224.661,507.204,497.298,,,0,0,0,,,1754.706,,11,A,45-0466694,12,D,DE,USA,1311,380,935
150699,31/12/2015,2015,INDL,C,D,STD,XEC,171798101,CIMAREX ENERGY CO,USD,12,1077.93,5243.286,-3751.193,-2963.149,-25.92,-25.92,2445.608,-2408.948,-2408.948,,,0,0,0,,,352.705,,11,A,45-0466694,12,D,DE,USA,1311,380,935
150699,31/12/2016,2016,INDL,C,D,STD,XEC,171798101,CIMAREX ENERGY CO,USD,12,969.304,4237.724,-515.383,-115.207,-4.38,-4.38,2194.735,-408.803,-408.803,,,0,0,0,,,0,,11,A,45-0466694,12,D,DE,USA,1311,380,935
150699,31/12/2017,2017,INDL,C,D,STD,XEC,171798101,CIMAREX ENERGY CO,USD,12,935.635,5042.639,730.818,1192.473,5.19,5.19,2474.361,494.329,485.778,,,0,0,0,,,101.618,,11,A,45-0466694,12,D,DE,USA,1311,380,935
150699,31/12/2018,2018,INDL,C,D,STD,XEC,171798101,CIMAREX ENERGY CO,USD,12,1424.139,6062.084,972.509,1570.124,8.32,8.32,2732.298,791.851,780.764,,,0,0,0,,,334.473,,11,A,45-0466694,12,D,DE,USA,1311,380,935
150937,30/06/2013,2013,INDL,C,D,STD,STX,G7945M107,SEAGATE TECHNOLOGY PLC,USD,6,5412,9243,2090,2964,4.97,4.97,5737,1838,1838,,,0,0,0,,,15,,14,A,98-0648577,6,B,,IRL,3572,188,940
150937,30/06/2014,2014,INDL,C,D,STD,STX,G7945M107,SEAGATE TECHNOLOGY PLC,USD,6,5777,9492,1810,2689,4.66,4.66,6660,1570,1570,,,0,0,0,,,10,,14,A,98-0648577,6,B,,IRL,3572,188,940
150937,30/06/2015,2015,INDL,C,D,STD,STX,G7945M107,SEAGATE TECHNOLOGY PLC,USD,6,5568,9845,1518,2359,5.38,5.38,6827,1742,1742,,,0,0,0,,,6,,14,A,98-0648577,6,B,,IRL,3572,188,940
150937,30/06/2016,2016,INDL,C,D,STD,STX,G7945M107,SEAGATE TECHNOLOGY PLC,USD,6,3533,8252,663,1478,0.83,0.83,6659,248,248,,,0,0,0,,,10,,14,A,98-0648577,6,B,,IRL,3572,188,940
150937,30/06/2017,2017,INDL,C,D,STD,STX,G7945M107,SEAGATE TECHNOLOGY PLC,USD,6,5041,9268,1232,1981,2.61,2.61,7904,772,772,,,0,0,0,,,5,,14,A,98-0648577,6,B,,IRL,3572,188,940
150937,30/06/2018,2018,INDL,C,D,STD,STX,G7945M107,SEAGATE TECHNOLOGY PLC,USD,6,4310,9410,1723,2321,4.1,4.1,7745,1182,1182,,,0,0,0,,,7,,14,A,98-0648577,6,B,,IRL,3572,188,940
150937,30/06/2019,2019,INDL,C,D,STD,STX,G7945M107,SEAGATE TECHNOLOGY PLC,USD,6,4363,8885,1465,2006,7.13,7.13,6723,2012,2012,,,0,0,0,,,,,14,A,98-0648577,6,B,,IRL,3572,188,940
154357,31/12/2013,2013,INDL,C,D,STD,QEP,74733V100,QEP RESOURCES INC,USD,12,519,9376.8,341.7,1390,0.89,0.89,5500,159.4,159.4,,,0,0,0,,,1560.6,,11,A,87-0287750,12,D,DE,USA,1311,,
154357,31/12/2014,2014,INDL,C,D,STD,QEP,74733V100,QEP RESOURCES INC,USD,12,2001.5,9286.8,-698.1,398.4,4.36,-2.28,5211.5,784.4,784.4,,,0,0,0,,,1362.7,,11,A,87-0287750,12,D,DE,USA,1311,,
154357,31/12/2015,2015,INDL,C,D,STD,QEP,74733V100,QEP RESOURCES INC,USD,12,931.8,8425.5,-351.7,531.4,-0.85,-0.85,4477.6,-149.4,-149.4,,,0,0,0,,,1479.8,,11,A,87-0287750,12,D,DE,USA,1311,,
154357,31/12/2016,2016,INDL,C,D,STD,QEP,74733V100,QEP RESOURCES INC,USD,12,640.1,7245.4,-1601.4,-712.4,-5.62,-5.62,3742.7,-1245,-1245,,,0,0,0,,,825.9,,11,A,87-0287750,12,D,DE,USA,1311,,
154357,31/12/2017,2017,INDL,C,D,STD,QEP,74733V100,QEP RESOURCES INC,USD,12,165.4,7394.8,-106.7,676.8,1.12,1.12,3596.9,269.3,269.3,,,0,0,0,,,518,,11,A,87-0287750,12,D,DE,USA,1311,,
154357,31/12/2018,2018,INDL,C,D,STD,QEP,74733V100,QEP RESOURCES INC,USD,12,280.6,6117.8,-1231.1,-337.7,-4.25,-4.25,3366.9,-1011.6,-1011.6,,,0,0,0,,,269.2,,11,A,87-0287750,12,D,DE,USA,1311,,
155394,31/12/2013,2013,INDL,C,D,STD,LKQ,501889208,LKQ CORP,USD,12,1799.817,4518.774,540.353,626.816,1.04,1.04,2168.029,311.623,311.623,,,0,0,0,,,133.822,,14,A,36-4215970,12,D,DE,USA,5010,,
155394,31/12/2014,2014,INDL,C,D,STD,LKQ,501889208,LKQ CORP,USD,12,2317.417,5573.492,664.674,790.111,1.26,1.26,2852.835,381.519,381.519,,,0,0,0,,,181.662,,14,A,36-4215970,12,D,DE,USA,5010,,
155394,31/12/2015,2015,INDL,C,D,STD,LKQ,501889208,LKQ CORP,USD,12,2340.712,5647.837,724.138,852.33,1.39,1.39,2533.155,423.223,423.223,,,0,0,0,,,127.239,,14,A,36-4215970,12,D,DE,USA,5010,,
155394,31/12/2016,2016,INDL,C,D,STD,LKQ,501889208,LKQ CORP,USD,12,3567.594,8303.199,804.774,1003.108,1.51,1.49,4860.25,463.975,463.975,,,0,0,0,,,199.657,,14,A,36-4215970,12,D,DE,USA,5010,,
155394,31/12/2017,2017,INDL,C,D,STD,LKQ,501889208,LKQ CORP,USD,12,3822.134,9366.872,870.574,1100.777,1.73,1.75,5160.219,533.744,533.744,,,0,0,0,,,252.359,,14,A,36-4215970,12,D,DE,USA,5010,,
155394,31/12/2018,2018,INDL,C,D,STD,LKQ,501889208,LKQ CORP,USD,12,4520.949,11393.402,948.316,1242.393,1.53,1.54,6554.65,480.118,480.118,,,0,0,0,,,311.434,,14,A,36-4215970,12,D,DE,USA,5010,,
157057,31/12/2013,2013,FS,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,29714.689,,,,,24881.21,,,605.919,,0,,,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2013,2013,INDL,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,29714.689,903.883,1028.734,6.38,6.38,24881.21,488.907,488.907,,,0,0,0,,,129.148,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2014,2014,FS,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,31562.466,,,,,26381.159,,,508.2,,0,,,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2014,2014,INDL,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,31562.466,802.532,934.749,6.52,6.52,26381.159,470.907,470.907,,,0,0,0,,,341.29,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2015,2015,FS,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,30043.128,,,,,25519.161,,,170.863,,0,,,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2015,2015,INDL,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,30043.128,324.033,461.138,2.08,2.08,25519.161,141.555,141.555,,,0,0,0,,,177.748,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2016,2016,FS,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,29709.128,,,,,25611.028,,,888.715,,0,,,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2016,2016,INDL,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,29709.128,827.658,952.801,9.23,9.23,25611.028,565.35,565.35,,,0,0,0,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2017,2017,FS,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,31843,,,,,27561.5,,,481.8,,0,,,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2017,2017,INDL,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,31843,514.2,628.9,9.45,9.45,27561.5,519.6,519.6,,,0,0,0,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2018,2018,FS,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,41089.3,,,,,35955.4,,,391.5,,2.9,,,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157057,31/12/2018,2018,INDL,C,D,STD,AIZ,04621X108,ASSURANT INC,USD,12,,41089.3,529.7,1471.8,4,4,35955.4,251,236.8,,,2.9,287.5,287.5,,,,,11,A,39-1126612,12,D,DE,USA,6351,,
157855,31/01/2013,2012,INDL,C,D,STD,CRM,79466L302,SALESFORCE.COM INC,USD,1,2015.88,5528.956,-110.71,100.661,-1.92,-1.92,,-270.445,-270.445,,,53.612,0,0,,,,,11,A,94-3320693,1,B,DE,USA,7372,,
157855,31/01/2014,2013,INDL,C,D,STD,CRM,79466L302,SALESFORCE.COM INC,USD,1,2680.252,9152.93,-286.074,75.561,-0.39,-0.39,6087.715,-232.175,-232.175,,,26.705,0,0,,,,,11,A,94-3320693,1,B,DE,USA,7372,,
157855,31/01/2015,2014,INDL,C,D,STD,CRM,79466L302,SALESFORCE.COM INC,USD,1,3550.072,10692.982,-145.633,304.667,-0.42,-0.42,6717.799,-262.688,-262.688,,,0,0,0,,,,,11,A,94-3320693,1,B,DE,USA,7372,,
157855,31/01/2016,2015,INDL,C,D,STD,CRM,79466L302,SALESFORCE.COM INC,USD,1,4347.327,12770.772,74.67,602.97,-0.07,-0.07,7767.903,-47.426,-47.426,,,0,0,0,,,11.587,,11,A,94-3320693,1,B,DE,USA,7372,,
157855,31/01/2017,2016,INDL,C,D,STD,CRM,79466L302,SALESFORCE.COM INC,USD,1,5996.827,17584.923,77.237,708.905,0.26,0.26,10084.796,179.632,179.632,,,0,0,0,,,24.271,,11,A,94-3320693,1,B,DE,USA,7372,,
157855,31/01/2018,2017,INDL,C,D,STD,CRM,79466L302,SALESFORCE.COM INC,USD,1,9290.371,21009.802,234.335,987.153,0.18,0.18,11621.306,127.478,127.478,,,0,0,0,,,,,11,A,94-3320693,1,B,DE,USA,7372,,
157855,31/01/2019,2018,INDL,C,D,STD,CRM,79466L302,SALESFORCE.COM INC,USD,1,10683,30737,562,1524,1.48,1.48,15132,1110,1110,,,0,0,0,,,,,11,A,94-3320693,1,B,DE,USA,7372,,
158354,31/12/2013,2013,FS,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,108045,,,,,92425,,,342,,0,,,,,,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2013,2013,INDL,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,108045,1592,1710,1.13,1.16,92425,560,560,,,0,0,0,,,206,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2014,2014,FS,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,111358,,,,,94561,,,-262,,0,,,,,,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2014,2014,INDL,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,111358,54,132,-2.51,-2.51,94561,-1244,-1244,,,0,0,0,,,908,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2015,2015,FS,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,106431,,,,,91794,,,-319,,0,,,,,,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2015,2015,INDL,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,106431,1008,1072,-1.24,-0.42,91794,-615,-615,,,0,0,0,,,24,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2016,2016,FS,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,104658,,,,,90191,,,-320,,0,,,,,,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2016,2016,INDL,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,104658,721,738,-0.56,-0.5,90191,-277,-277,,,0,0,0,,,53,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2017,2017,FS,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,105297,,,,,89969,,,204,,0,,,,,,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2017,2017,INDL,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,105297,1015,1108,1.64,1.66,89969,817,817,,,0,0,0,,,27,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2018,2018,FS,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,100923,,,,,86734,,,1322,,0,,,,,,,11,A,80-0873306,12,B,DE,USA,6311,,
158354,31/12/2018,2018,INDL,C,D,STD,GNW,37247D106,GENWORTH FINANCIAL INC,USD,12,,100923,753,828,0.24,0.24,86734,119,119,,,0,0,0,,,24,,11,A,80-0873306,12,B,DE,USA,6311,,
160225,31/12/2013,2013,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10950,14242,,,,,6747,,,,,0,,,,,,,11,A,13-4172551,12,B,DE,USA,6099,,
160225,31/12/2013,2013,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10950,14242,4598,4856,25.7,25.7,6747,3116,3116,,,0,0,0,,,117,,11,A,13-4172551,12,B,DE,USA,6099,,
160225,31/12/2014,2014,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10997,15329,,,,,8505,,,,,0,,,,,,,11,A,13-4172551,12,B,DE,USA,6099,,
160225,31/12/2014,2014,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10997,15329,5193,5514,3.11,3.11,8505,3617,3617,,,0,0,0,,,115,,11,A,13-4172551,12,B,DE,USA,6099,,
160225,31/12/2015,2015,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10985,16269,,,,,10207,,,,,0,,,,,,,11,A,13-4172551,12,B,DE,USA,6099,,
160225,31/12/2015,2015,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10985,16269,5218,5584,3.36,3.36,10207,3808,3808,,,0,0,0,,,79,,11,A,13-4172551,12,B,DE,USA,6099,,
160225,31/12/2016,2016,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,13228,18675,,,,,12991,,,,,0,,,,,,,11,A,13-4172551,12,B,DE,USA,6099,,
